	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1958	1.09165	0.79827	0.08380	1.37182	0.76825	0.07924
1959	1.09045	0.78948	0.08394	1.36995	0.76110	0.07863
1960	1.08873	0.78068	0.08385	1.36890	0.75378	0.07895
1961	1.08733	0.77224	0.08416	1.36729	0.74705	0.07897
1962	1.08563	0.76367	0.08459	1.36584	0.74024	0.07972
1963	1.08438	0.75498	0.08442	1.36473	0.73367	0.07998
1964	1.08299	0.74636	0.08427	1.36303	0.72735	0.08023
1965	1.08143	0.73808	0.08390	1.36212	0.72032	0.07969
1966	1.08050	0.73044	0.08475	1.36127	0.71428	0.08041
1967	1.07991	0.72283	0.08458	1.36041	0.70757	0.08012
1968	1.07911	0.71549	0.08461	1.35947	0.70145	0.08013
1969	1.07789	0.70894	0.08468	1.35879	0.69554	0.08021
1970	1.07741	0.70154	0.08437	1.35794	0.69005	0.07964
1971	1.07683	0.69522	0.08465	1.35770	0.68445	0.07933
1972	1.07567	0.68840	0.08422	1.35667	0.67945	0.07908
1973	1.07508	0.68187	0.08419	1.35579	0.67463	0.07922
1974	1.07456	0.67578	0.08392	1.35544	0.66978	0.07978
1975	1.07353	0.66975	0.08405	1.35446	0.66567	0.07980
1976	1.07272	0.66465	0.08399	1.35377	0.66129	0.07957
1977	1.07220	0.65909	0.08420	1.35360	0.65768	0.07989
1978	1.07143	0.65462	0.08432	1.35281	0.65400	0.08011
1979	1.07092	0.65019	0.08410	1.35244	0.65069	0.08001
1980	1.07051	0.64628	0.08358	1.35222	0.64773	0.08001
1981	1.07130	0.64311	0.08446	1.35192	0.64417	0.07951
1982	1.07087	0.64051	0.08445	1.35170	0.64231	0.07960
1983	1.07030	0.63781	0.08350	1.35168	0.64011	0.07931
1984	1.07024	0.63622	0.08413	1.35137	0.63866	0.07876
1985	1.07017	0.63499	0.08390	1.35102	0.63755	0.07864
1986	1.07018	0.63439	0.08399	1.35083	0.63708	0.07899
1987	1.07016	0.63415	0.08408	1.35082	0.63711	0.07902
1988	1.07004	0.63450	0.08394	1.35116	0.63723	0.07846
1989	1.07028	0.63528	0.08375	1.35116	0.63796	0.07819
1990	1.07082	0.63620	0.08431	1.35138	0.63871	0.07830
1991	1.07097	0.63765	0.08384	1.35152	0.64019	0.07861
1992	1.07014	0.63958	0.08328	1.35177	0.64247	0.07905
1993	1.06994	0.64111	0.08362	1.35190	0.64403	0.07912
1994	1.07037	0.64316	0.08279	1.35178	0.64532	0.07875
1995	1.07056	0.64573	0.08308	1.35198	0.64811	0.07930
1996	1.07070	0.64847	0.08337	1.35215	0.65089	0.07944
1997	1.07077	0.65125	0.08333	1.35237	0.65405	0.07973
1998	1.07090	0.65475	0.08368	1.35260	0.65688	0.07927
1999	1.07120	0.65798	0.08335	1.35262	0.66045	0.07973
2000	1.07084	0.66185	0.08332	1.35260	0.66373	0.07937
2001	1.07181	0.66563	0.08343	1.35307	0.66775	0.08012
2002	1.07189	0.66987	0.08296	1.35350	0.67187	0.07992
2003	1.07220	0.67448	0.08337	1.35357	0.67606	0.08013
2004	1.07279	0.67940	0.08327	1.35407	0.68086	0.07974
2005	1.07328	0.68459	0.08354	1.35421	0.68575	0.07975
2006	1.07382	0.68964	0.08368	1.35476	0.69087	0.08002
2007	1.07402	0.69528	0.08364	1.35537	0.69599	0.08041
2008	1.07448	0.70085	0.08390	1.35516	0.70140	0.08028
2009	1.07438	0.70662	0.08347	1.35590	0.70708	0.08034
2010	1.07518	0.71268	0.08413	1.35634	0.71312	0.08041
2011	1.07571	0.71932	0.08426	1.35665	0.71942	0.07999
2012	1.07595	0.72551	0.08379	1.35729	0.72547	0.07937
2013	1.07694	0.73209	0.08346	1.35794	0.73154	0.07923
2014	1.07737	0.73858	0.08345	1.35848	0.73838	0.07980
2015	1.07788	0.74541	0.08323	1.35879	0.74471	0.07923
2016	1.07846	0.75285	0.08354	1.35923	0.75117	0.07942
2017	1.07902	0.75925	0.08330	1.36013	0.75797	0.07947
2018	1.07958	0.76613	0.08344	1.36062	0.76509	0.07936
2019	1.08001	0.77386	0.08321	1.36150	0.77210	0.07967
2020	1.08065	0.78085	0.08332	1.36171	0.77908	0.07952
2021	1.08106	0.78760	0.08357	1.36244	0.78618	0.07941
2022	1.08202	0.79529	0.08357	1.36264	0.79329	0.07987
2023	1.08248	0.80246	0.08378	1.36291	0.80054	0.07990
2024	1.08274	0.80947	0.08329	1.36289	0.80704	0.07958
2025	1.08281	0.81667	0.08369	1.36409	0.81506	0.07989
2026	1.08326	0.82437	0.08373	1.36440	0.82184	0.07952
2027	1.08386	0.83167	0.08365	1.36503	0.82979	0.08036
2028	1.08438	0.83908	0.08347	1.36599	0.83687	0.08003
2029	1.08529	0.84664	0.08378	1.36597	0.84436	0.07999
2030	1.08593	0.85365	0.08319	1.36682	0.85145	0.07935
2031	1.08649	0.86153	0.08373	1.36733	0.85929	0.07888
2032	1.08714	0.86918	0.08334	1.36793	0.86595	0.07942
2033	1.08722	0.87621	0.08393	1.36855	0.87388	0.08012
2034	1.08748	0.88342	0.08379	1.36883	0.88105	0.08005
2035	1.08819	0.88988	0.08456	1.36918	0.88807	0.08061
2036	1.08837	0.89741	0.08428	1.36973	0.89530	0.08037
2037	1.08894	0.90381	0.08398	1.37053	0.90239	0.07986
2038	1.08987	0.91107	0.08355	1.37051	0.90908	0.07963
2039	1.09023	0.91790	0.08347	1.37135	0.91612	0.07962
2040	1.08985	0.92455	0.08331	1.37184	0.92316	0.07947
2041	1.09083	0.93136	0.08294	1.37218	0.92980	0.07864
2042	1.09098	0.93773	0.08288	1.37198	0.93690	0.07906
2043	1.09114	0.94425	0.08308	1.37271	0.94353	0.07900
2044	1.09173	0.95047	0.08315	1.37241	0.94985	0.07880
2045	1.09179	0.95707	0.08310	1.37315	0.95678	0.07984
2046	1.09262	0.96331	0.08328	1.37318	0.96325	0.07984
2047	1.09251	0.96956	0.08364	1.37374	0.96934	0.08008
2048	1.09274	0.97583	0.08297	1.37427	0.97538	0.07956
2049	1.09343	0.98146	0.08365	1.37469	0.98122	0.07941
2050	1.09396	0.98732	0.08429	1.37506	0.98704	0.08015
2051	1.09463	0.99316	0.08405	1.37559	0.99209	0.08077
2052	1.09493	0.99893	0.08342	1.37587	0.99755	0.08139
2053	1.09508	1.00470	0.08369	1.37638	1.00388	0.08091
2054	1.09519	1.01029	0.08312	1.37683	1.00915	0.07981
2055	1.09597	1.01578	0.08312	1.37730	1.01430	0.07978
2056	1.09641	1.02183	0.08231	1.37751	1.01907	0.07922
2057	1.09695	1.02653	0.08265	1.37817	1.02416	0.07918
2058	1.09749	1.03165	0.08278	1.37846	1.02910	0.07970
2059	1.09779	1.03675	0.08357	1.37890	1.03383	0.07979
2060	1.09851	1.04193	0.08351	1.37938	1.03861	0.08033
2061	1.09879	1.04694	0.08315	1.37956	1.04351	0.07973
2062	1.09966	1.05198	0.08313	1.38027	1.04766	0.07966
2063	1.10018	1.05676	0.08271	1.38110	1.05184	0.07935
2064	1.10059	1.06141	0.08289	1.38160	1.05661	0.07941
2065	1.10079	1.06609	0.08270	1.38197	1.06069	0.07989
2066	1.10151	1.07059	0.08303	1.38215	1.06435	0.08011
2067	1.10129	1.07486	0.08287	1.38269	1.06855	0.07966
2068	1.10256	1.07902	0.08312	1.38361	1.07262	0.07985
2069	1.10269	1.08276	0.08285	1.38350	1.07595	0.07928
2070	1.10293	1.08675	0.08300	1.38426	1.07983	0.07977
2071	1.10318	1.09046	0.08304	1.38443	1.08316	0.08038
2072	1.10375	1.09399	0.08348	1.38484	1.08642	0.08005
2073	1.10426	1.09727	0.08312	1.38488	1.08983	0.07928
2074	1.10442	1.10067	0.08267	1.38524	1.09270	0.07937
2075	1.10456	1.10403	0.08244	1.38585	1.09613	0.07955
2076	1.10504	1.10647	0.08251	1.38585	1.09875	0.07954
2077	1.10525	1.10940	0.08259	1.38623	1.10134	0.07986
2078	1.10508	1.11165	0.08285	1.38621	1.10387	0.08012
2079	1.10549	1.11469	0.08291	1.38677	1.10618	0.07978
2080	1.10546	1.11640	0.08295	1.38697	1.10931	0.08014
2081	1.10557	1.11877	0.08281	1.38690	1.11119	0.07947
2082	1.10641	1.12080	0.08303	1.38719	1.11389	0.07983
2083	1.10621	1.12287	0.08271	1.38736	1.11591	0.07979
2084	1.10594	1.12423	0.08266	1.38764	1.11752	0.07972
2085	1.10618	1.12599	0.08255	1.38768	1.11940	0.07999
2086	1.10627	1.12742	0.08257	1.38754	1.12094	0.07965
2087	1.10629	1.12896	0.08295	1.38720	1.12271	0.07946
2088	1.10590	1.12997	0.08283	1.38730	1.12412	0.07934
2089	1.10594	1.13089	0.08267	1.38773	1.12582	0.07959
2090	1.10581	1.13140	0.08280	1.38777	1.12764	0.08036
2091	1.10563	1.13231	0.08268	1.38735	1.12880	0.08026
2092	1.10568	1.13336	0.08293	1.38711	1.12963	0.08003
2093	1.10552	1.13383	0.08305	1.38680	1.13120	0.08007
2094	1.10538	1.13418	0.08303	1.38656	1.13224	0.08019
2095	1.10510	1.13450	0.08287	1.38644	1.13325	0.08018
2096	1.10480	1.13476	0.08282	1.38612	1.13447	0.07986
2097	1.10443	1.13482	0.08266	1.38602	1.13525	0.07994
2098	1.10425	1.13488	0.08267	1.38593	1.13611	0.08023
2099	1.10416	1.13500	0.08283	1.38564	1.13653	0.08006
2100	1.10386	1.13491	0.08273	1.38530	1.13714	0.08001
2101	1.10378	1.13487	0.08271	1.38500	1.13785	0.08009
2102	1.10361	1.13502	0.08256	1.38482	1.13837	0.07993
2103	1.10354	1.13495	0.08254	1.38460	1.13896	0.07979
2104	1.10338	1.13479	0.08255	1.38443	1.13954	0.07982
2105	1.10324	1.13471	0.08250	1.38425	1.14000	0.07995
2106	1.10297	1.13452	0.08265	1.38402	1.14046	0.08022
2107	1.10282	1.13441	0.08260	1.38388	1.14067	0.08019
2108	1.10267	1.13400	0.08268	1.38378	1.14081	0.08010
2109	1.10246	1.13399	0.08255	1.38355	1.14128	0.07989
2110	1.10233	1.13388	0.08245	1.38360	1.14176	0.08014
2111	1.10225	1.13382	0.08255	1.38331	1.14219	0.08016
2112	1.10197	1.13344	0.08264	1.38312	1.14251	0.08010
2113	1.10171	1.13325	0.08261	1.38277	1.14296	0.07984
2114	1.10131	1.13285	0.08258	1.38249	1.14347	0.07987
2115	1.10082	1.13240	0.08244	1.38208	1.14388	0.07975
2116	1.10048	1.13216	0.08241	1.38163	1.14466	0.07984
2117	1.10011	1.13172	0.08245	1.38100	1.14484	0.07940
2118	1.09973	1.13124	0.08253	1.38064	1.14567	0.07955
2119	1.09925	1.13046	0.08266	1.38024	1.14635	0.07955
2120	1.09911	1.13011	0.08279	1.37985	1.14700	0.07943
2121	1.09841	1.12966	0.08281	1.37921	1.14819	0.07983
2122	1.09814	1.12922	0.08333	1.37863	1.14937	0.08024
2123	1.09762	1.12828	0.08317	1.37835	1.15014	0.08034
2124	1.09686	1.12749	0.08331	1.37775	1.15054	0.07994
2125	1.09673	1.12688	0.08310	1.37695	1.15127	0.07969
2126	1.09658	1.12615	0.08277	1.37649	1.15227	0.07991
2127	1.09626	1.12555	0.08273	1.37585	1.15303	0.07984
2128	1.09556	1.12469	0.08287	1.37539	1.15379	0.07995
2129	1.09518	1.12412	0.08281	1.37489	1.15465	0.07994
2130	1.09474	1.12333	0.08278	1.37416	1.15561	0.08006
2131	1.09424	1.12248	0.08277	1.37353	1.15625	0.08010
2132	1.09353	1.12158	0.08300	1.37276	1.15707	0.08008
2133	1.09335	1.12016	0.08271	1.37213	1.15763	0.07985
2134	1.09280	1.11929	0.08284	1.37141	1.15848	0.07994
2135	1.09205	1.11816	0.08259	1.37074	1.15921	0.07993
2136	1.09178	1.11696	0.08264	1.37004	1.15963	0.08007
2137	1.09175	1.11567	0.08261	1.36897	1.16018	0.07992
2138	1.09106	1.11448	0.08292	1.36827	1.16065	0.07985
2139	1.09016	1.11312	0.08331	1.36781	1.16115	0.07996
2140	1.08993	1.11137	0.08284	1.36696	1.16146	0.08053
2141	1.08979	1.11013	0.08318	1.36630	1.16165	0.08048
2142	1.08921	1.10868	0.08293	1.36548	1.16177	0.08017
2143	1.08864	1.10735	0.08244	1.36515	1.16218	0.08024
2144	1.08890	1.10582	0.08248	1.36461	1.16235	0.08009
2145	1.08890	1.10455	0.08280	1.36415	1.16237	0.07996
2146	1.08866	1.10334	0.08283	1.36326	1.16204	0.07983
2147	1.08851	1.10214	0.08281	1.36293	1.16191	0.08007
2148	1.08831	1.10053	0.08285	1.36277	1.16181	0.08048
2149	1.08810	1.09945	0.08280	1.36249	1.16133	0.08033
2150	1.08812	1.09842	0.08308	1.36222	1.16094	0.08034
2151	1.08813	1.09772	0.08289	1.36205	1.16052	0.08022
2152	1.08815	1.09650	0.08261	1.36195	1.16022	0.08023
2153	1.08809	1.09573	0.08301	1.36189	1.15977	0.08026
2154	1.08848	1.09489	0.08273	1.36189	1.15935	0.08046
2155	1.08824	1.09449	0.08239	1.36175	1.15885	0.08022
2156	1.08879	1.09367	0.08253	1.36186	1.15862	0.08024
2157	1.08878	1.09356	0.08247	1.36180	1.15805	0.08015
2158	1.08882	1.09303	0.08251	1.36184	1.15768	0.08014
2159	1.08878	1.09254	0.08247	1.36195	1.15752	0.08022
2160	1.08872	1.09224	0.08260	1.36212	1.15726	0.08008
2161	1.08887	1.09195	0.08274	1.36230	1.15710	0.08012
2162	1.08903	1.09156	0.08288	1.36237	1.15690	0.08030
2163	1.08902	1.09138	0.08287	1.36240	1.15689	0.08025
2164	1.08908	1.09123	0.08291	1.36237	1.15683	0.08012
2165	1.08909	1.09127	0.08289	1.36230	1.15689	0.08013
2166	1.08911	1.09134	0.08284	1.36220	1.15691	0.08030
2167	1.08905	1.09137	0.08277	1.36228	1.15699	0.08010
2168	1.08902	1.09160	0.08261	1.36225	1.15707	0.08011
2169	1.08922	1.09163	0.08264	1.36215	1.15700	0.08022
2170	1.08883	1.09184	0.08271	1.36222	1.15701	0.08015
2171	1.08881	1.09197	0.08261	1.36224	1.15718	0.08005
2172	1.08877	1.09206	0.08260	1.36208	1.15723	0.08005
2173	1.08877	1.09213	0.08260	1.36205	1.15729	0.08006
2174	1.08873	1.09210	0.08262	1.36195	1.15744	0.08016
2175	1.08870	1.09217	0.08260	1.36197	1.15755	0.08013
2176	1.08867	1.09218	0.08261	1.36201	1.15759	0.08008
2177	1.08867	1.09237	0.08295	1.36184	1.15771	0.07999
2178	1.08868	1.09229	0.08292	1.36169	1.15788	0.07993
2179	1.08853	1.09193	0.08260	1.36138	1.15803	0.08014
2180	1.08858	1.09187	0.08274	1.36122	1.15808	0.08008
2181	1.08852	1.09192	0.08283	1.36116	1.15821	0.08004
2182	1.08821	1.09146	0.08279	1.36107	1.15829	0.08007
2183	1.08833	1.09134	0.08300	1.36099	1.15847	0.08005
2184	1.08818	1.09082	0.08279	1.36088	1.15854	0.08009
2185	1.08774	1.09066	0.08275	1.36085	1.15869	0.08009
2186	1.08789	1.09032	0.08272	1.36059	1.15890	0.08002
2187	1.08802	1.08977	0.08297	1.36045	1.15902	0.08009
2188	1.08776	1.08951	0.08277	1.36029	1.15922	0.08011
2189	1.08773	1.08913	0.08276	1.36008	1.15927	0.08004
2190	1.08789	1.08862	0.08303	1.35963	1.15943	0.08006
2191	1.08749	1.08802	0.08261	1.35917	1.15959	0.07992
2192	1.08722	1.08724	0.08257	1.35907	1.15973	0.07997
2193	1.08717	1.08648	0.08256	1.35866	1.15985	0.07970
2194	1.08707	1.08596	0.08240	1.35850	1.15994	0.07984
2195	1.08695	1.08529	0.08239	1.35803	1.16019	0.07953
2196	1.08678	1.08464	0.08247	1.35772	1.16014	0.07966
2197	1.08677	1.08364	0.08270	1.35720	1.15985	0.07953
2198	1.08688	1.08243	0.08267	1.35672	1.15989	0.07937
2199	1.08656	1.08122	0.08272	1.35602	1.16037	0.07986
2200	1.08652	1.08009	0.08241	1.35580	1.16023	0.07982
2201	1.08681	1.07850	0.08223	1.35549	1.16033	0.07985
2202	1.08633	1.07663	0.08219	1.35501	1.16024	0.07991
2203	1.08652	1.07541	0.08250	1.35447	1.15992	0.07959
2204	1.08614	1.07379	0.08255	1.35385	1.15970	0.07969
2205	1.08632	1.07192	0.08225	1.35330	1.15947	0.07975
2206	1.08618	1.07040	0.08210	1.35276	1.15909	0.07951
2207	1.08585	1.06798	0.08189	1.35229	1.15878	0.07984
2208	1.08594	1.06643	0.08179	1.35182	1.15851	0.07965
2209	1.08601	1.06448	0.08248	1.35134	1.15814	0.07979
2210	1.08591	1.06208	0.08218	1.35053	1.15753	0.07946
2211	1.08613	1.06042	0.08241	1.35027	1.15708	0.07943
2212	1.08610	1.05813	0.08241	1.34968	1.15679	0.07930
2213	1.08644	1.05614	0.08203	1.34900	1.15609	0.07901
2214	1.08663	1.05412	0.08240	1.34833	1.15553	0.07888
2215	1.08634	1.05113	0.08189	1.34765	1.15536	0.07887
2216	1.08640	1.04988	0.08255	1.34715	1.15492	0.07939
2217	1.08668	1.04691	0.08230	1.34666	1.15482	0.07912
2218	1.08686	1.04478	0.08224	1.34577	1.15426	0.07945
2219	1.08712	1.04188	0.08243	1.34493	1.15374	0.07967
2220	1.08707	1.03930	0.08259	1.34396	1.15333	0.07958
2221	1.08723	1.03672	0.08241	1.34289	1.15309	0.07887
2222	1.08768	1.03370	0.08214	1.34190	1.15302	0.07927
2223	1.08783	1.03161	0.08281	1.34072	1.15309	0.07964
2224	1.08724	1.02838	0.08245	1.33974	1.15299	0.07966
2225	1.08841	1.02590	0.08218	1.33917	1.15268	0.07955
2226	1.08839	1.02314	0.08181	1.33790	1.15215	0.07943
2227	1.08891	1.02093	0.08200	1.33675	1.15244	0.07988
2228	1.08828	1.01781	0.08217	1.33584	1.15223	0.07982
2229	1.08896	1.01573	0.08304	1.33458	1.15222	0.07984
2230	1.08907	1.01231	0.08205	1.33341	1.15201	0.07989
2231	1.08902	1.01062	0.08326	1.33194	1.15171	0.07964
2232	1.08931	1.00754	0.08303	1.33076	1.15179	0.07944
2233	1.08942	1.00547	0.08298	1.32939	1.15179	0.08011
2234	1.08977	1.00335	0.08288	1.32804	1.15228	0.08063
2235	1.08975	1.00145	0.08253	1.32688	1.15264	0.08023
2236	1.09009	1.00013	0.08255	1.32598	1.15308	0.08020
2237	1.09036	0.99857	0.08276	1.32480	1.15324	0.08006
2238	1.09020	0.99705	0.08293	1.32342	1.15372	0.08034
2239	1.09017	0.99516	0.08354	1.32218	1.15428	0.08063
2240	1.08998	0.99372	0.08329	1.32063	1.15465	0.08047
2241	1.08964	0.99265	0.08317	1.31860	1.15559	0.08018
2242	1.08972	0.99139	0.08354	1.31671	1.15631	0.08018
2243	1.08913	0.98960	0.08383	1.31475	1.15713	0.08008
2244	1.08892	0.98837	0.08336	1.31277	1.15809	0.08008
2245	1.08845	0.98746	0.08370	1.31099	1.15904	0.08067
2246	1.08799	0.98658	0.08372	1.30900	1.16063	0.08133
2247	1.08764	0.98615	0.08352	1.30635	1.16241	0.08065
2248	1.08700	0.98521	0.08336	1.30389	1.16339	0.08020
2249	1.08637	0.98433	0.08360	1.30137	1.16526	0.08033
2250	1.08548	0.98380	0.08353	1.29846	1.16693	0.08054
2251	1.08436	0.98330	0.08365	1.29550	1.16846	0.08015
2252	1.08337	0.98204	0.08297	1.29193	1.17029	0.08031
2253	1.08216	0.98151	0.08322	1.28858	1.17244	0.08085
2254	1.08156	0.98143	0.08324	1.28517	1.17434	0.08052
2255	1.07997	0.98070	0.08351	1.28148	1.17670	0.08108
2256	1.07867	0.98022	0.08352	1.27774	1.17856	0.08130
2257	1.07737	0.98018	0.08385	1.27427	1.18093	0.08173
2258	1.07613	0.98014	0.08355	1.27026	1.18333	0.08163
2259	1.07427	0.97994	0.08323	1.26635	1.18550	0.08108
2260	1.07268	0.98086	0.08334	1.26263	1.18786	0.08155
2261	1.07075	0.98092	0.08369	1.25884	1.19031	0.08148
2262	1.06853	0.98137	0.08407	1.25466	1.19252	0.08126
2263	1.06616	0.98264	0.08367	1.25077	1.19526	0.08179
2264	1.06400	0.98352	0.08402	1.24691	1.19728	0.08125
2265	1.06229	0.98526	0.08358	1.24281	1.19988	0.08102
2266	1.05941	0.98672	0.08399	1.23911	1.20302	0.08061
2267	1.05746	0.98805	0.08383	1.23517	1.20554	0.08066
2268	1.05447	0.99029	0.08418	1.23169	1.20824	0.08072
2269	1.05101	0.99173	0.08332	1.22793	1.21092	0.08088
2270	1.04883	0.99454	0.08390	1.22401	1.21366	0.08032
2271	1.04557	0.99664	0.08368	1.22012	1.21666	0.08068
2272	1.04187	0.99897	0.08343	1.21647	1.21923	0.08046
2273	1.03912	1.00073	0.08378	1.21234	1.22237	0.08068
2274	1.03506	1.00382	0.08430	1.20842	1.22532	0.08072
2275	1.03243	1.00613	0.08391	1.20427	1.22848	0.08031
2276	1.02895	1.00803	0.08400	1.20011	1.23133	0.08089
2277	1.02563	1.01035	0.08396	1.19536	1.23413	0.08064
2278	1.02216	1.01208	0.08384	1.19078	1.23752	0.08103
2279	1.01904	1.01384	0.08390	1.18500	1.24047	0.08076
2280	1.01579	1.01525	0.08430	1.17975	1.24359	0.08102
2281	1.01268	1.01681	0.08420	1.17440	1.24645	0.08107
2282	1.00935	1.01796	0.08359	1.16847	1.24918	0.08159
2283	1.00626	1.01916	0.08419	1.16264	1.25228	0.08129
2284	1.00297	1.01965	0.08356	1.15640	1.25494	0.08051
2285	0.99953	1.02057	0.08378	1.14998	1.25759	0.08131
2286	0.99631	1.02048	0.08299	1.14349	1.26002	0.08143
2287	0.99373	1.02101	0.08383	1.13685	1.26257	0.08195
2288	0.99055	1.02124	0.08406	1.12995	1.26502	0.08125
2289	0.98758	1.02130	0.08381	1.12339	1.26760	0.08134
2290	0.98525	1.02101	0.08316	1.11666	1.26949	0.08122
2291	0.98248	1.02070	0.08323	1.11025	1.27119	0.08154
2292	0.97977	1.02066	0.08344	1.10323	1.27316	0.08128
2293	0.97701	1.02071	0.08378	1.09736	1.27510	0.08214
2294	0.97425	1.02096	0.08406	1.09105	1.27647	0.08218
2295	0.97152	1.02081	0.08374	1.08458	1.27776	0.08251
2296	0.96863	1.02091	0.08413	1.07861	1.27926	0.08217
2297	0.96575	1.02125	0.08400	1.07266	1.28068	0.08201
2298	0.96269	1.02170	0.08383	1.06690	1.28195	0.08170
2299	0.95944	1.02229	0.08397	1.06217	1.28304	0.08153
2300	0.95643	1.02288	0.08353	1.05606	1.28482	0.08121
2301	0.95327	1.02309	0.08397	1.05068	1.28647	0.08107
2302	0.95061	1.02305	0.08360	1.04535	1.28750	0.08120
2303	0.94751	1.02337	0.08420	1.03999	1.28824	0.08044
2304	0.94470	1.02295	0.08399	1.03371	1.28991	0.08064
2305	0.94126	1.02333	0.08375	1.02829	1.29056	0.08097
2306	0.93847	1.02362	0.08368	1.02269	1.29092	0.08118
2307	0.93501	1.02401	0.08394	1.01716	1.29225	0.08097
2308	0.93178	1.02410	0.08384	1.01169	1.29322	0.08096
2309	0.92840	1.02454	0.08397	1.00632	1.29402	0.08077
2310	0.92510	1.02495	0.08393	1.00075	1.29518	0.08094
2311	0.92175	1.02491	0.08361	0.99567	1.29584	0.08138
2312	0.91855	1.02528	0.08357	0.99037	1.29687	0.08067
2313	0.91417	1.02598	0.08429	0.98497	1.29762	0.08052
2314	0.91175	1.02645	0.08385	0.97956	1.29854	0.08125
2315	0.90774	1.02673	0.08475	0.97446	1.29939	0.08115
2316	0.90451	1.02668	0.08465	0.96919	1.30023	0.08149
2317	0.90051	1.02690	0.08405	0.96371	1.30046	0.08126
2318	0.89699	1.02724	0.08415	0.95799	1.30106	0.08086
2319	0.89385	1.02759	0.08402	0.95241	1.30210	0.08065
2320	0.88983	1.02806	0.08432	0.94678	1.30295	0.08123
2321	0.88593	1.02847	0.08448	0.94116	1.30330	0.08192
2322	0.88200	1.02791	0.08359	0.93519	1.30375	0.08190
2323	0.87829	1.02824	0.08420	0.92949	1.30426	0.08226
2324	0.87401	1.02852	0.08495	0.92340	1.30490	0.08292
2325	0.87048	1.02824	0.08471	0.91752	1.30481	0.08314
2326	0.86631	1.02847	0.08465	0.91188	1.30548	0.08315
2327	0.86191	1.02856	0.08446	0.90564	1.30582	0.08299
2328	0.85836	1.02853	0.08407	0.89940	1.30580	0.08270
2329	0.85360	1.02919	0.08442	0.89369	1.30695	0.08338
2330	0.84955	1.02917	0.08529	0.88807	1.30713	0.08416
2331	0.84469	1.02996	0.08582	0.88247	1.30742	0.08378
2332	0.83988	1.03030	0.08486	0.87673	1.30819	0.08436
2333	0.83583	1.02989	0.08553	0.87094	1.30880	0.08362
2334	0.83106	1.03015	0.08504	0.86528	1.30925	0.08322
2335	0.82557	1.03109	0.08536	0.85992	1.30964	0.08314
2336	0.82118	1.03186	0.08479	0.85425	1.31020	0.08280
2337	0.81639	1.03198	0.08475	0.84895	1.31066	0.08271
2338	0.81136	1.03279	0.08476	0.84319	1.31087	0.08261
2339	0.80654	1.03271	0.08442	0.83765	1.31158	0.08190
2340	0.80148	1.03376	0.08472	0.83254	1.31220	0.08201
2341	0.79724	1.03369	0.08454	0.82691	1.31288	0.08194
2342	0.79206	1.03426	0.08467	0.82127	1.31316	0.08174
2343	0.78708	1.03468	0.08509	0.81608	1.31386	0.08147
2344	0.78261	1.03504	0.08518	0.81072	1.31426	0.08186
2345	0.77806	1.03551	0.08490	0.80549	1.31502	0.08216
2346	0.77304	1.03577	0.08482	0.79979	1.31518	0.08171
2347	0.76859	1.03620	0.08436	0.79448	1.31588	0.08147
2348	0.76372	1.03705	0.08502	0.78959	1.31638	0.08141
2349	0.75911	1.03706	0.08461	0.78457	1.31610	0.08132
2350	0.75465	1.03753	0.08483	0.77992	1.31700	0.08155
2351	0.75049	1.03781	0.08477	0.77458	1.31759	0.08161
2352	0.74567	1.03827	0.08477	0.76989	1.31792	0.08171
2353	0.74115	1.03839	0.08511	0.76457	1.31791	0.08125
2354	0.73720	1.03832	0.08467	0.75962	1.31846	0.08145
2355	0.73198	1.03879	0.08546	0.75500	1.31855	0.08127
2356	0.72858	1.03929	0.08494	0.75050	1.31904	0.08139
2357	0.72385	1.03939	0.08479	0.74542	1.31917	0.08184
2358	0.71962	1.04001	0.08397	0.74108	1.31966	0.08079
2359	0.71532	1.04040	0.08421	0.73665	1.32000	0.08058
2360	0.71102	1.04068	0.08413	0.73276	1.32023	0.08038
2361	0.70657	1.04154	0.08384	0.72840	1.32105	0.08053
2362	0.70289	1.04153	0.08396	0.72419	1.32140	0.08074
2363	0.69843	1.04244	0.08418	0.72058	1.32211	0.08068
2364	0.69489	1.04253	0.08362	0.71683	1.32238	0.08042
2365	0.69072	1.04286	0.08410	0.71308	1.32265	0.08088
2366	0.68714	1.04313	0.08384	0.71000	1.32302	0.08119
2367	0.68364	1.04393	0.08352	0.70716	1.32370	0.08120
2368	0.68007	1.04406	0.08387	0.70470	1.32400	0.08093
2369	0.67725	1.04426	0.08448	0.70192	1.32408	0.08168
2370	0.67431	1.04477	0.08471	0.69932	1.32438	0.08227
