	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_furniture.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
10803	0.65469	2.07487	0.08183	0.58406	2.34676	0.07818
10804	0.64998	2.07413	0.08132	0.58022	2.34650	0.07785
10805	0.64459	2.07373	0.08215	0.57602	2.34646	0.07821
10806	0.63941	2.07309	0.08154	0.57218	2.34582	0.07828
10807	0.63412	2.07234	0.08117	0.56715	2.34553	0.07825
10808	0.62894	2.07184	0.08141	0.56308	2.34478	0.07794
10809	0.62365	2.07077	0.08146	0.55836	2.34414	0.07771
10810	0.61833	2.07002	0.08210	0.55386	2.34378	0.07865
10811	0.61291	2.06921	0.08174	0.54938	2.34272	0.07833
10812	0.60749	2.06848	0.08153	0.54460	2.34212	0.07799
10813	0.60172	2.06731	0.08079	0.53920	2.34106	0.07769
10814	0.59598	2.06665	0.08105	0.53411	2.34025	0.07726
10815	0.59062	2.06545	0.08146	0.52882	2.34007	0.07816
10816	0.58494	2.06485	0.08149	0.52329	2.33909	0.07868
10817	0.57891	2.06371	0.08211	0.51858	2.33795	0.07890
10818	0.57277	2.06272	0.08248	0.51279	2.33722	0.07889
10819	0.56731	2.06160	0.08197	0.50777	2.33611	0.07894
10820	0.56109	2.06082	0.08205	0.50134	2.33551	0.07823
10821	0.55460	2.05982	0.08167	0.49573	2.33434	0.07822
10822	0.54849	2.05888	0.08138	0.48999	2.33380	0.07756
10823	0.54209	2.05788	0.08218	0.48445	2.33216	0.07720
10824	0.53643	2.05704	0.08221	0.47821	2.33178	0.07747
10825	0.52994	2.05627	0.08243	0.47259	2.33093	0.07829
10826	0.52380	2.05453	0.08202	0.46679	2.32986	0.07803
10827	0.51761	2.05353	0.08131	0.46090	2.32848	0.07760
10828	0.51190	2.05253	0.08136	0.45439	2.32669	0.07742
10829	0.50560	2.05120	0.08181	0.44805	2.32564	0.07720
10830	0.49944	2.04993	0.08118	0.44205	2.32443	0.07788
10831	0.49351	2.04877	0.08128	0.43549	2.32398	0.07833
10832	0.48715	2.04767	0.08083	0.42963	2.32197	0.07701
10833	0.48079	2.04698	0.08105	0.42345	2.32125	0.07664
10834	0.47442	2.04559	0.08100	0.41715	2.32025	0.07713
10835	0.46855	2.04435	0.08118	0.41124	2.31923	0.07764
10836	0.46256	2.04344	0.08101	0.40570	2.31810	0.07742
10837	0.45647	2.04210	0.08143	0.39987	2.31650	0.07712
10838	0.45045	2.04122	0.08147	0.39359	2.31548	0.07685
10839	0.44515	2.04018	0.08110	0.38799	2.31467	0.07705
10840	0.43917	2.03903	0.08145	0.38172	2.31309	0.07666
10841	0.43321	2.03791	0.08185	0.37632	2.31238	0.07682
10842	0.42794	2.03712	0.08153	0.37140	2.31105	0.07689
10843	0.42272	2.03571	0.08158	0.36652	2.31023	0.07710
10844	0.41767	2.03478	0.08123	0.36069	2.30895	0.07748
10845	0.41234	2.03354	0.08130	0.35529	2.30824	0.07803
10846	0.40779	2.03270	0.08069	0.35059	2.30759	0.07735
10847	0.40306	2.03155	0.08164	0.34590	2.30660	0.07737
10848	0.39789	2.03086	0.08076	0.34113	2.30554	0.07737
10849	0.39341	2.03001	0.08080	0.33637	2.30452	0.07726
10850	0.38864	2.02943	0.08117	0.33203	2.30356	0.07740
10851	0.38463	2.02839	0.08055	0.32774	2.30307	0.07660
10852	0.38002	2.02769	0.08077	0.32397	2.30235	0.07698
10853	0.37625	2.02662	0.08034	0.31946	2.30166	0.07695
10854	0.37214	2.02639	0.08122	0.31538	2.30128	0.07719
10855	0.36849	2.02569	0.08120	0.31216	2.30030	0.07709
10856	0.36489	2.02489	0.08076	0.30836	2.29967	0.07652
10857	0.36241	2.02397	0.08051	0.30437	2.29834	0.07638
10858	0.35875	2.02320	0.08120	0.30145	2.29783	0.07696
10859	0.35583	2.02248	0.08069	0.29785	2.29680	0.07710
10860	0.35310	2.02191	0.08118	0.29440	2.29628	0.07703
10861	0.35099	2.02114	0.08077	0.29148	2.29518	0.07676
10862	0.34819	2.02000	0.08057	0.28907	2.29457	0.07635
10863	0.34573	2.01982	0.08028	0.28591	2.29431	0.07707
10864	0.34341	2.01945	0.08118	0.28349	2.29356	0.07629
10865	0.34109	2.01887	0.08110	0.28132	2.29338	0.07701
10866	0.33881	2.01865	0.08149	0.27961	2.29304	0.07706
10867	0.33713	2.01834	0.08179	0.27738	2.29231	0.07679
10868	0.33511	2.01824	0.08141	0.27530	2.29219	0.07717
10869	0.33300	2.01776	0.08104	0.27346	2.29183	0.07723
10870	0.33162	2.01702	0.08116	0.27219	2.29152	0.07694
10871	0.33040	2.01666	0.08113	0.27075	2.29128	0.07680
10872	0.32898	2.01640	0.08122	0.26901	2.29058	0.07660
10873	0.32770	2.01586	0.08090	0.26780	2.29019	0.07668
10874	0.32646	2.01555	0.08135	0.26625	2.28988	0.07700
10875	0.32510	2.01578	0.08176	0.26525	2.28968	0.07661
10876	0.32442	2.01556	0.08132	0.26374	2.28963	0.07696
10877	0.32296	2.01504	0.08077	0.26295	2.28894	0.07690
10878	0.32223	2.01438	0.08027	0.26202	2.28876	0.07673
10879	0.32171	2.01461	0.08041	0.26082	2.28845	0.07635
10880	0.32098	2.01469	0.08074	0.26017	2.28883	0.07635
10881	0.32005	2.01436	0.08043	0.25920	2.28845	0.07615
10882	0.31919	2.01388	0.08077	0.25815	2.28819	0.07627
10883	0.31864	2.01367	0.08071	0.25682	2.28773	0.07706
10884	0.31799	2.01348	0.08094	0.25638	2.28756	0.07633
10885	0.31749	2.01324	0.08077	0.25582	2.28735	0.07590
10886	0.31667	2.01290	0.08073	0.25410	2.28752	0.07773
10887	0.31625	2.01268	0.08104	0.25339	2.28718	0.07709
10888	0.31578	2.01255	0.08104	0.25305	2.28663	0.07663
10889	0.31532	2.01235	0.08092	0.25191	2.28637	0.07693
10890	0.31493	2.01195	0.08068	0.25125	2.28554	0.07674
10891	0.31460	2.01158	0.08098	0.25041	2.28508	0.07631
10892	0.31398	2.01119	0.08141	0.24908	2.28502	0.07607
10893	0.31388	2.01106	0.08138	0.24846	2.28468	0.07621
10894	0.31379	2.01100	0.08180	0.24784	2.28434	0.07662
10895	0.31394	2.01049	0.08150	0.24725	2.28276	0.07581
10896	0.31398	2.01035	0.08148	0.24601	2.28203	0.07609
10897	0.31377	2.01004	0.08140	0.24506	2.28210	0.07602
10898	0.31360	2.00975	0.08137	0.24441	2.28161	0.07606
10899	0.31348	2.00958	0.08122	0.24395	2.28108	0.07604
10900	0.31343	2.00937	0.08109	0.24346	2.28106	0.07594
10901	0.31329	2.00923	0.08115	0.24292	2.28130	0.07577
10902	0.31321	2.00920	0.08114	0.24231	2.28101	0.07618
10903	0.31308	2.00908	0.08104	0.24197	2.28088	0.07640
10904	0.31285	2.00901	0.08100	0.24169	2.28086	0.07626
10905	0.31276	2.00901	0.08102	0.24160	2.28082	0.07620
10906	0.31258	2.00908	0.08103	0.24170	2.28080	0.07618
10907	0.31246	2.00910	0.08109	0.24142	2.28061	0.07591
10908	0.31243	2.00906	0.08110	0.24115	2.28052	0.07625
10909	0.31244	2.00884	0.08124	0.24121	2.28072	0.07595
10910	0.31253	2.00879	0.08110	0.24134	2.28072	0.07594
10911	0.31253	2.00880	0.08113	0.24115	2.28050	0.07609
10912	0.31257	2.00902	0.08082	0.24166	2.28066	0.07612
10913	0.31234	2.00915	0.08107	0.24143	2.28068	0.07590
10914	0.31245	2.00925	0.08087	0.24163	2.28090	0.07610
10915	0.31232	2.00929	0.08101	0.24172	2.28088	0.07615
10916	0.31234	2.00910	0.08087	0.24158	2.28093	0.07617
10917	0.31243	2.00916	0.08087	0.24162	2.28096	0.07615
10918	0.31251	2.00907	0.08101	0.24140	2.28086	0.07590
10919	0.31237	2.00907	0.08128	0.24140	2.28072	0.07585
10920	0.31237	2.00900	0.08119	0.24111	2.28047	0.07605
10921	0.31257	2.00887	0.08097	0.24128	2.28066	0.07595
10922	0.31256	2.00909	0.08099	0.24143	2.28070	0.07586
10923	0.31243	2.00915	0.08118	0.24125	2.28062	0.07603
10924	0.31252	2.00895	0.08103	0.24162	2.28085	0.07615
10925	0.31255	2.00897	0.08102	0.24108	2.28052	0.07597
10926	0.31254	2.00903	0.08099	0.24140	2.28063	0.07585
10927	0.31268	2.00892	0.08096	0.24134	2.28051	0.07590
10928	0.31276	2.00889	0.08099	0.24132	2.28050	0.07594
10929	0.31281	2.00884	0.08101	0.24150	2.28058	0.07605
10930	0.31281	2.00897	0.08102	0.24157	2.28060	0.07614
10931	0.31287	2.00901	0.08102	0.24114	2.28041	0.07607
10932	0.31286	2.00894	0.08101	0.24165	2.28067	0.07613
10933	0.31300	2.00883	0.08103	0.24156	2.28060	0.07628
10934	0.31311	2.00904	0.08117	0.24149	2.28055	0.07629
10935	0.31329	2.00887	0.08099	0.24160	2.28056	0.07642
10936	0.31345	2.00911	0.08127	0.24198	2.28019	0.07638
10937	0.31370	2.00881	0.08101	0.24189	2.28047	0.07649
10938	0.31381	2.00877	0.08097	0.24193	2.28048	0.07648
10939	0.31423	2.00862	0.08088	0.24218	2.28004	0.07645
10940	0.31470	2.00870	0.08103	0.24222	2.27975	0.07613
10941	0.31542	2.00874	0.08100	0.24230	2.27981	0.07574
10942	0.31595	2.00885	0.08082	0.24280	2.27950	0.07603
10943	0.31659	2.00890	0.08092	0.24304	2.27957	0.07614
10944	0.31723	2.00930	0.08148	0.24338	2.27945	0.07628
10945	0.31884	2.00904	0.08082	0.24384	2.27922	0.07631
10946	0.32023	2.00908	0.08108	0.24441	2.27912	0.07619
10947	0.32191	2.00884	0.08168	0.24478	2.27893	0.07615
10948	0.32293	2.00898	0.08198	0.24517	2.27869	0.07605
10949	0.32474	2.00881	0.08159	0.24576	2.27849	0.07640
10950	0.32746	2.00890	0.08070	0.24667	2.27815	0.07626
10951	0.32895	2.00937	0.08099	0.24786	2.27791	0.07661
10952	0.33100	2.00932	0.08116	0.24907	2.27788	0.07665
10953	0.33388	2.00952	0.08051	0.25005	2.27754	0.07639
10954	0.33616	2.00965	0.08029	0.25083	2.27713	0.07646
10955	0.33894	2.00983	0.08019	0.25297	2.27740	0.07596
10956	0.34203	2.01041	0.08030	0.25499	2.27748	0.07638
10957	0.34452	2.01089	0.08032	0.25700	2.27755	0.07665
10958	0.34728	2.01190	0.08012	0.25876	2.27750	0.07653
10959	0.35035	2.01222	0.08009	0.26132	2.27812	0.07606
10960	0.35357	2.01259	0.08024	0.26395	2.27908	0.07599
10961	0.35599	2.01345	0.08040	0.26656	2.27950	0.07622
10962	0.35896	2.01433	0.08023	0.26963	2.28026	0.07671
10963	0.36186	2.01547	0.08034	0.27266	2.28102	0.07575
10964	0.36488	2.01633	0.08028	0.27576	2.28251	0.07577
10965	0.36780	2.01728	0.08007	0.27893	2.28366	0.07637
10966	0.37087	2.01838	0.08020	0.28232	2.28436	0.07647
10967	0.37419	2.01952	0.08048	0.28543	2.28457	0.07637
10968	0.37739	2.02061	0.08054	0.28883	2.28687	0.07658
10969	0.38069	2.02131	0.08029	0.29283	2.28816	0.07755
10970	0.38379	2.02255	0.08060	0.29591	2.28895	0.07721
10971	0.38748	2.02343	0.08099	0.29966	2.29010	0.07732
10972	0.39107	2.02449	0.08061	0.30373	2.29052	0.07707
10973	0.39458	2.02590	0.08094	0.30722	2.29242	0.07692
10974	0.39813	2.02678	0.08072	0.31148	2.29384	0.07705
10975	0.40203	2.02820	0.08051	0.31528	2.29459	0.07702
10976	0.40583	2.02930	0.08061	0.31943	2.29616	0.07719
10977	0.41001	2.03051	0.08067	0.32364	2.29769	0.07709
10978	0.41345	2.03165	0.08129	0.32786	2.29857	0.07733
10979	0.41766	2.03330	0.08092	0.33244	2.30031	0.07728
10980	0.42155	2.03447	0.08110	0.33577	2.30154	0.07671
10981	0.42574	2.03561	0.08100	0.34125	2.30227	0.07684
10982	0.42941	2.03703	0.08056	0.34549	2.30411	0.07632
10983	0.43292	2.03843	0.08194	0.34986	2.30588	0.07710
10984	0.43715	2.03996	0.08171	0.35449	2.30714	0.07725
10985	0.44100	2.04128	0.08104	0.35976	2.30938	0.07669
10986	0.44500	2.04260	0.08129	0.36463	2.31067	0.07644
10987	0.44935	2.04394	0.08082	0.36892	2.31243	0.07669
10988	0.45326	2.04495	0.08117	0.37369	2.31386	0.07659
10989	0.45726	2.04699	0.08200	0.37863	2.31525	0.07630
10990	0.46143	2.04831	0.08116	0.38369	2.31720	0.07585
10991	0.46580	2.04939	0.08080	0.38826	2.31845	0.07571
10992	0.46950	2.05095	0.08132	0.39359	2.32101	0.07629
10993	0.47340	2.05243	0.08187	0.39885	2.32248	0.07574
10994	0.47762	2.05382	0.08181	0.40386	2.32440	0.07625
10995	0.48189	2.05522	0.08155	0.40903	2.32609	0.07604
10996	0.48697	2.05617	0.08121	0.41376	2.32725	0.07679
10997	0.49151	2.05741	0.08131	0.41912	2.32826	0.07611
10998	0.49634	2.05851	0.08069	0.42391	2.32968	0.07637
10999	0.50096	2.05996	0.08152	0.42962	2.33090	0.07606
11000	0.50598	2.06123	0.08216	0.43470	2.33217	0.07652
11001	0.51075	2.06251	0.08167	0.43969	2.33384	0.07796
11002	0.51564	2.06403	0.08221	0.44473	2.33535	0.07666
11003	0.52095	2.06463	0.08160	0.45069	2.33615	0.07661
11004	0.52600	2.06564	0.08157	0.45544	2.33747	0.07707
11005	0.53127	2.06703	0.08171	0.46106	2.33814	0.07702
11006	0.53658	2.06816	0.08144	0.46585	2.34049	0.07676
11007	0.54165	2.06927	0.08178	0.47134	2.34189	0.07742
11008	0.54729	2.07029	0.08159	0.47581	2.34270	0.07805
11009	0.55254	2.07152	0.08199	0.48200	2.34349	0.07667
11010	0.55874	2.07250	0.08111	0.48740	2.34475	0.07665
11011	0.56395	2.07380	0.08171	0.49318	2.34538	0.07674
11012	0.56988	2.07478	0.08154	0.49829	2.34685	0.07762
11013	0.57556	2.07610	0.08172	0.50390	2.34802	0.07737
11014	0.58145	2.07692	0.08184	0.50937	2.34879	0.07728
11015	0.58715	2.07842	0.08186	0.51458	2.35006	0.07671
11016	0.59352	2.07932	0.08141	0.52064	2.35089	0.07642
11017	0.59948	2.08066	0.08176	0.52591	2.35214	0.07727
11018	0.60569	2.08173	0.08084	0.53180	2.35297	0.07754
11019	0.61144	2.08287	0.08163	0.53678	2.35390	0.07765
11020	0.61719	2.08435	0.08233	0.54309	2.35473	0.07702
11021	0.62385	2.08539	0.08168	0.54892	2.35549	0.07699
11022	0.63003	2.08639	0.08178	0.55418	2.35686	0.07760
11023	0.63622	2.08761	0.08200	0.55994	2.35781	0.07762
11024	0.64257	2.08848	0.08148	0.56501	2.35885	0.07794
11025	0.64843	2.08980	0.08200	0.57054	2.35960	0.07760
11026	0.65424	2.09096	0.08155	0.57566	2.36074	0.07732
11027	0.66030	2.09219	0.08136	0.58185	2.36191	0.07718
11028	0.66655	2.09319	0.08162	0.58809	2.36308	0.07791
11029	0.67277	2.09472	0.08239	0.59330	2.36426	0.07836
11030	0.67903	2.09589	0.08209	0.59910	2.36469	0.07874
11031	0.68517	2.09673	0.08184	0.60436	2.36554	0.07853
11032	0.69169	2.09766	0.08172	0.60997	2.36617	0.07874
11033	0.69804	2.09864	0.08200	0.61517	2.36722	0.07972
11034	0.70495	2.09965	0.08271	0.61997	2.36785	0.08093
11035	0.71118	2.10096	0.08282	0.62571	2.36856	0.08119
11036	0.71750	2.10148	0.08294	0.63067	2.36893	0.08233
11037	0.72408	2.10256	0.08345	0.63610	2.36953	0.08317
11038	0.73016	2.10318	0.08373	0.64135	2.37012	0.08448
11039	0.73629	2.10445	0.08394	0.64618	2.37082	0.08447
11040	0.74229	2.10505	0.08329	0.65166	2.37118	0.08442
11041	0.74810	2.10548	0.08299	0.65599	2.37173	0.08447
11042	0.75354	2.10641	0.08281	0.66106	2.37171	0.08378
11043	0.75902	2.10698	0.08240	0.66554	2.37182	0.08405
11044	0.76482	2.10720	0.08254	0.66941	2.37187	0.08416
11045	0.77044	2.10765	0.08219	0.67380	2.37169	0.08479
11046	0.77518	2.10813	0.08309	0.67723	2.37196	0.08541
11047	0.77999	2.10851	0.08298	0.68116	2.37162	0.08549
11048	0.78492	2.10874	0.08244	0.68575	2.37209	0.08428
11049	0.78941	2.10987	0.08175	0.68958	2.37319	0.08240
11050	0.79286	2.11073	0.08178	0.69417	2.37466	0.08057
11051	0.79572	2.11297	0.08167	0.69910	2.37722	0.07838
11052	0.79870	2.11477	0.08108	0.70410	2.38002	0.07891
11053	0.80173	2.11648	0.08225	0.70880	2.38181	0.07978
11054	0.80552	2.11786	0.08270	0.71266	2.38403	0.08014
11055	0.80924	2.11884	0.08273	0.71730	2.38471	0.07979
11056	0.81328	2.11982	0.08208	0.72077	2.38565	0.07949
11057	0.81802	2.12040	0.08133	0.72440	2.38595	0.07904
11058	0.82225	2.12135	0.08112	0.72802	2.38648	0.07932
11059	0.82674	2.12225	0.08115	0.73208	2.38734	0.07859
11060	0.83029	2.12343	0.08137	0.73597	2.38868	0.07979
11061	0.83377	2.12476	0.08176	0.74055	2.39003	0.08016
11062	0.83642	2.12631	0.08240	0.74465	2.39214	0.08043
11063	0.83951	2.12778	0.08162	0.74923	2.39369	0.08045
11064	0.84282	2.12904	0.08227	0.75324	2.39581	0.08066
11065	0.84557	2.12996	0.08211	0.75734	2.39700	0.08065
11066	0.84927	2.13127	0.08252	0.76152	2.39868	0.08090
11067	0.85239	2.13249	0.08220	0.76549	2.39980	0.07960
11068	0.85597	2.13368	0.08179	0.76963	2.40087	0.07959
11069	0.85942	2.13428	0.08158	0.77333	2.40226	0.07830
11070	0.86273	2.13573	0.08071	0.77737	2.40340	0.07710
11071	0.86555	2.13684	0.07988	0.78141	2.40516	0.07599
11072	0.86895	2.13840	0.08039	0.78550	2.40680	0.07634
11073	0.87176	2.13972	0.08031	0.79001	2.40869	0.07505
11074	0.87513	2.14039	0.08006	0.79376	2.40957	0.07608
11075	0.87789	2.14175	0.07995	0.79737	2.41089	0.07567
11076	0.88174	2.14246	0.08039	0.80118	2.41193	0.07524
11077	0.88481	2.14330	0.07988	0.80476	2.41302	0.07492
11078	0.88866	2.14404	0.07967	0.80789	2.41346	0.07532
11079	0.89138	2.14482	0.07992	0.81145	2.41451	0.07565
11080	0.89486	2.14589	0.08014	0.81470	2.41483	0.07549
11081	0.89847	2.14665	0.08028	0.81746	2.41624	0.07584
11082	0.90154	2.14760	0.07998	0.82070	2.41676	0.07574
11083	0.90505	2.14790	0.08008	0.82364	2.41721	0.07593
11084	0.90835	2.14870	0.08057	0.82671	2.41764	0.07642
11085	0.91108	2.14950	0.08108	0.82919	2.41874	0.07579
11086	0.91411	2.15040	0.08068	0.83227	2.41913	0.07625
11087	0.91762	2.15085	0.08082	0.83493	2.41998	0.07643
11088	0.92048	2.15139	0.08043	0.83819	2.42003	0.07616
11089	0.92355	2.15213	0.08065	0.84034	2.42077	0.07626
11090	0.92667	2.15292	0.08065	0.84307	2.42149	0.07658
11091	0.92909	2.15342	0.08040	0.84568	2.42238	0.07675
11092	0.93216	2.15405	0.08016	0.84845	2.42215	0.07670
11093	0.93530	2.15475	0.07983	0.85109	2.42358	0.07598
11094	0.93777	2.15527	0.07989	0.85318	2.42375	0.07581
11095	0.94060	2.15601	0.07947	0.85607	2.42431	0.07516
11096	0.94284	2.15691	0.07930	0.85842	2.42508	0.07531
11097	0.94542	2.15790	0.07963	0.86112	2.42546	0.07559
11098	0.94723	2.15837	0.07965	0.86338	2.42682	0.07517
11099	0.94993	2.15888	0.07870	0.86567	2.42704	0.07528
11100	0.95207	2.15961	0.07878	0.86736	2.42761	0.07565
11101	0.95450	2.16011	0.07926	0.86977	2.42858	0.07616
11102	0.95661	2.16052	0.07968	0.87213	2.42904	0.07533
11103	0.95860	2.16146	0.07974	0.87402	2.42931	0.07615
11104	0.96062	2.16164	0.07990	0.87600	2.42990	0.07604
11105	0.96253	2.16236	0.07919	0.87812	2.43051	0.07591
11106	0.96405	2.16284	0.08010	0.87946	2.43117	0.07593
11107	0.96583	2.16322	0.07969	0.88100	2.43164	0.07631
11108	0.96798	2.16391	0.08005	0.88323	2.43180	0.07619
11109	0.96926	2.16442	0.07993	0.88541	2.43238	0.07588
11110	0.97102	2.16493	0.07983	0.88649	2.43287	0.07612
11111	0.97225	2.16508	0.07983	0.88809	2.43327	0.07636
11112	0.97386	2.16563	0.08000	0.88990	2.43367	0.07593
11113	0.97532	2.16623	0.08082	0.89139	2.43401	0.07606
11114	0.97642	2.16652	0.08086	0.89278	2.43472	0.07591
11115	0.97746	2.16682	0.08059	0.89400	2.43517	0.07594
11116	0.97894	2.16716	0.08035	0.89503	2.43530	0.07619
11117	0.98041	2.16745	0.07999	0.89623	2.43612	0.07708
11118	0.98165	2.16780	0.07963	0.89776	2.43591	0.07651
11119	0.98279	2.16781	0.07963	0.89881	2.43584	0.07607
11120	0.98393	2.16815	0.07981	0.89959	2.43637	0.07627
11121	0.98448	2.16842	0.08006	0.90025	2.43662	0.07620
11122	0.98573	2.16855	0.08009	0.90086	2.43690	0.07617
11123	0.98643	2.16881	0.07983	0.90168	2.43697	0.07604
11124	0.98728	2.16904	0.07981	0.90241	2.43701	0.07619
11125	0.98815	2.16907	0.07995	0.90314	2.43681	0.07608
11126	0.98888	2.16922	0.07996	0.90344	2.43673	0.07619
11127	0.98939	2.16915	0.08012	0.90386	2.43652	0.07589
11128	0.99010	2.16921	0.07980	0.90419	2.43653	0.07572
11129	0.99031	2.16918	0.07995	0.90455	2.43673	0.07574
11130	0.99051	2.16916	0.07989	0.90464	2.43670	0.07574
11131	0.99066	2.16917	0.07991	0.90468	2.43670	0.07567
11132	0.99071	2.16904	0.07987	0.90495	2.43650	0.07581
11133	0.99069	2.16897	0.07999	0.90489	2.43646	0.07581
11134	0.99058	2.16908	0.07993	0.90485	2.43645	0.07579
11135	0.99051	2.16906	0.07990	0.90482	2.43656	0.07593
11136	0.99043	2.16913	0.07980	0.90477	2.43651	0.07588
11137	0.99035	2.16914	0.07979	0.90476	2.43642	0.07566
11138	0.99033	2.16918	0.07984	0.90474	2.43641	0.07573
11139	0.99027	2.16917	0.07989	0.90464	2.43661	0.07571
11140	0.99021	2.16910	0.07981	0.90465	2.43657	0.07563
11141	0.99025	2.16891	0.07993	0.90451	2.43686	0.07548
11142	0.99018	2.16907	0.07971	0.90440	2.43674	0.07558
11143	0.99017	2.16914	0.07969	0.90450	2.43655	0.07552
11144	0.99022	2.16911	0.07985	0.90450	2.43670	0.07552
11145	0.99018	2.16915	0.07977	0.90450	2.43690	0.07550
11146	0.99017	2.16926	0.07975	0.90468	2.43653	0.07574
11147	0.99022	2.16910	0.07982	0.90470	2.43656	0.07579
11148	0.99020	2.16919	0.07987	0.90476	2.43638	0.07575
11149	0.99013	2.16915	0.07979	0.90480	2.43631	0.07584
11150	0.99030	2.16920	0.07992	0.90470	2.43666	0.07585
11151	0.99025	2.16932	0.07985	0.90486	2.43628	0.07572
11152	0.99026	2.16930	0.07993	0.90486	2.43637	0.07578
11153	0.99020	2.16930	0.07982	0.90486	2.43637	0.07578
11154	0.99012	2.16928	0.07985	0.90488	2.43639	0.07578
11155	0.99006	2.16940	0.07969	0.90492	2.43666	0.07576
11156	0.98999	2.16916	0.07986	0.90489	2.43649	0.07579
11157	0.98986	2.16922	0.07985	0.90482	2.43665	0.07590
11158	0.98972	2.16924	0.08002	0.90474	2.43672	0.07587
11159	0.98972	2.16921	0.07991	0.90473	2.43671	0.07578
11160	0.98986	2.16929	0.07998	0.90498	2.43615	0.07569
11161	0.99001	2.16933	0.08009	0.90493	2.43632	0.07578
11162	0.98979	2.16924	0.08022	0.90492	2.43630	0.07578
11163	0.98984	2.16923	0.08011	0.90494	2.43632	0.07581
11164	0.98982	2.16928	0.08018	0.90482	2.43643	0.07577
11165	0.98968	2.16922	0.07997	0.90484	2.43638	0.07576
11166	0.98975	2.16928	0.08008	0.90477	2.43642	0.07578
11167	0.98954	2.16931	0.08010	0.90481	2.43636	0.07570
11168	0.98961	2.16925	0.08006	0.90476	2.43651	0.07579
11169	0.98955	2.16923	0.08003	0.90477	2.43638	0.07566
11170	0.98957	2.16916	0.07973	0.90444	2.43680	0.07542
11171	0.98944	2.16923	0.07993	0.90458	2.43659	0.07572
11172	0.98946	2.16921	0.07990	0.90435	2.43691	0.07561
11173	0.98946	2.16912	0.07998	0.90439	2.43684	0.07546
11174	0.98947	2.16919	0.07998	0.90435	2.43689	0.07548
11175	0.98939	2.16898	0.07998	0.90428	2.43680	0.07546
11176	0.98944	2.16913	0.08001	0.90430	2.43680	0.07560
11177	0.98974	2.16921	0.08018	0.90399	2.43675	0.07566
11178	0.98954	2.16924	0.08009	0.90401	2.43679	0.07562
11179	0.98944	2.16926	0.08003	0.90404	2.43664	0.07569
11180	0.98941	2.16932	0.07997	0.90437	2.43672	0.07557
11181	0.98942	2.16912	0.08001	0.90417	2.43656	0.07571
11182	0.98931	2.16924	0.07994	0.90411	2.43655	0.07577
11183	0.98942	2.16923	0.07996	0.90405	2.43663	0.07566
11184	0.98934	2.16925	0.07996	0.90393	2.43665	0.07574
11185	0.98955	2.16909	0.08008	0.90392	2.43668	0.07580
11186	0.98955	2.16906	0.08010	0.90398	2.43648	0.07579
11187	0.98932	2.16927	0.07995	0.90388	2.43668	0.07577
11188	0.98927	2.16927	0.07996	0.90387	2.43668	0.07583
11189	0.98940	2.16909	0.08003	0.90386	2.43668	0.07584
11190	0.98933	2.16904	0.08009	0.90385	2.43675	0.07582
11191	0.98914	2.16907	0.07996	0.90382	2.43670	0.07578
11192	0.98918	2.16906	0.08004	0.90368	2.43699	0.07625
11193	0.98893	2.16901	0.07991	0.90397	2.43647	0.07593
11194	0.98888	2.16900	0.07989	0.90366	2.43677	0.07582
11195	0.98889	2.16899	0.07990	0.90375	2.43691	0.07650
11196	0.98881	2.16899	0.07991	0.90349	2.43707	0.07631
11197	0.98875	2.16899	0.07995	0.90355	2.43695	0.07650
11198	0.98871	2.16893	0.08001	0.90359	2.43698	0.07647
11199	0.98863	2.16878	0.08001	0.90328	2.43701	0.07636
11200	0.98849	2.16880	0.08004	0.90339	2.43686	0.07642
11201	0.98849	2.16882	0.08006	0.90327	2.43681	0.07619
11202	0.98842	2.16886	0.07998	0.90328	2.43682	0.07638
11203	0.98830	2.16880	0.07999	0.90325	2.43678	0.07638
11204	0.98816	2.16876	0.07990	0.90320	2.43679	0.07643
11205	0.98813	2.16884	0.07992	0.90323	2.43669	0.07625
11206	0.98806	2.16882	0.07987	0.90321	2.43671	0.07621
11207	0.98820	2.16875	0.08010	0.90308	2.43671	0.07615
11208	0.98799	2.16882	0.07991	0.90320	2.43664	0.07625
11209	0.98805	2.16883	0.08004	0.90314	2.43659	0.07613
11210	0.98800	2.16884	0.07998	0.90317	2.43660	0.07622
11211	0.98808	2.16872	0.07999	0.90321	2.43661	0.07620
11212	0.98802	2.16873	0.08002	0.90321	2.43659	0.07620
11213	0.98793	2.16880	0.08001	0.90311	2.43670	0.07622
11214	0.98793	2.16883	0.07995	0.90314	2.43663	0.07624
11215	0.98783	2.16883	0.07997	0.90321	2.43665	0.07623
