	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
4081	1.46752	2.89426	0.07994	1.74837	2.92465	0.07154
4082	1.46726	2.89657	0.07968	1.74869	2.92806	0.07118
4083	1.46730	2.89947	0.08005	1.74849	2.92961	0.07157
4084	1.46693	2.90115	0.07999	1.74849	2.93185	0.07150
4085	1.46743	2.90234	0.07959	1.74859	2.93291	0.07081
4086	1.46760	2.90423	0.07939	1.74905	2.93416	0.07065
4087	1.46820	2.90466	0.07894	1.74909	2.93459	0.07080
4088	1.46847	2.90536	0.07879	1.74936	2.93475	0.07062
4089	1.46856	2.90555	0.07856	1.74964	2.93454	0.07034
4090	1.46865	2.90553	0.07857	1.74972	2.93421	0.07035
4091	1.46846	2.90565	0.07894	1.74979	2.93345	0.07024
4092	1.46856	2.90481	0.07877	1.74971	2.93192	0.07036
4093	1.46928	2.90313	0.07839	1.75039	2.92978	0.06970
4094	1.46935	2.90134	0.07807	1.75097	2.92845	0.07036
4095	1.46960	2.89958	0.07806	1.75146	2.92564	0.06996
4096	1.46991	2.89692	0.07799	1.75179	2.92257	0.06943
4097	1.47004	2.89484	0.07898	1.75169	2.91943	0.07022
4098	1.47018	2.89165	0.07888	1.75162	2.91597	0.07039
4099	1.47111	2.88782	0.07844	1.75315	2.91108	0.07028
4100	1.47087	2.88415	0.07898	1.75292	2.90697	0.07048
4101	1.47124	2.87988	0.07971	1.75347	2.90167	0.06987
4102	1.47216	2.87440	0.07849	1.75410	2.89657	0.07008
4103	1.47236	2.86913	0.07770	1.75419	2.89123	0.07032
4104	1.47312	2.86346	0.07772	1.75406	2.88484	0.07088
4105	1.47305	2.85763	0.07812	1.75560	2.87850	0.07004
4106	1.47437	2.85123	0.07804	1.75559	2.87206	0.07054
4107	1.47423	2.84441	0.07860	1.75622	2.86481	0.07099
4108	1.47453	2.83791	0.07909	1.75640	2.85780	0.07117
4109	1.47414	2.83042	0.08048	1.75664	2.84973	0.07124
4110	1.47541	2.82238	0.07913	1.75771	2.84216	0.07089
4111	1.47591	2.81435	0.07905	1.75846	2.83366	0.07071
4112	1.47581	2.80562	0.07899	1.75790	2.82503	0.07123
4113	1.47587	2.79717	0.07960	1.75851	2.81650	0.07103
4114	1.47678	2.78707	0.07873	1.75901	2.80758	0.07039
4115	1.47652	2.77809	0.07936	1.75882	2.79895	0.07070
4116	1.47704	2.76838	0.07841	1.75938	2.78929	0.07043
4117	1.47717	2.75844	0.07878	1.75911	2.77978	0.07100
4118	1.47735	2.74830	0.07949	1.75902	2.77014	0.07072
4119	1.47788	2.73748	0.07921	1.75952	2.76003	0.07036
4120	1.47770	2.72661	0.07935	1.75926	2.75078	0.07044
4121	1.47854	2.71561	0.07842	1.76009	2.73997	0.07035
4122	1.47838	2.70468	0.07893	1.75973	2.72920	0.07012
4123	1.47877	2.69314	0.07910	1.76067	2.71841	0.06990
4124	1.47877	2.68149	0.07870	1.76075	2.70783	0.07029
4125	1.47919	2.66945	0.07876	1.76086	2.69659	0.07034
4126	1.47969	2.65775	0.07899	1.76134	2.68544	0.07074
4127	1.48019	2.64558	0.07866	1.76139	2.67395	0.07068
4128	1.48084	2.63302	0.07883	1.76181	2.66226	0.07115
4129	1.48180	2.62099	0.07924	1.76306	2.65084	0.07056
4130	1.48222	2.60864	0.07904	1.76354	2.63854	0.07058
4131	1.48315	2.59613	0.07936	1.76429	2.62592	0.07074
4132	1.48402	2.58329	0.07933	1.76492	2.61307	0.07089
4133	1.48505	2.57005	0.07912	1.76575	2.60068	0.07071
4134	1.48578	2.55700	0.07915	1.76680	2.58827	0.07064
4135	1.48650	2.54370	0.07945	1.76768	2.57571	0.07109
4136	1.48719	2.53065	0.08019	1.76801	2.56291	0.07152
4137	1.48797	2.51724	0.08051	1.76894	2.55030	0.07135
4138	1.48889	2.50337	0.08042	1.77006	2.53655	0.07146
4139	1.49028	2.48937	0.07984	1.77083	2.52374	0.07169
4140	1.49124	2.47639	0.08050	1.77184	2.51045	0.07227
4141	1.49230	2.46243	0.08088	1.77281	2.49698	0.07163
4142	1.49348	2.44882	0.08026	1.77418	2.48371	0.07146
4143	1.49423	2.43538	0.08019	1.77512	2.46995	0.07141
4144	1.49525	2.42100	0.07981	1.77609	2.45652	0.07083
4145	1.49649	2.40685	0.07930	1.77690	2.44349	0.07102
4146	1.49738	2.39273	0.08031	1.77804	2.42990	0.07142
4147	1.49893	2.37862	0.08037	1.77882	2.41639	0.07109
4148	1.49966	2.36440	0.08007	1.77991	2.40315	0.07178
4149	1.50091	2.35023	0.08051	1.78067	2.38975	0.07167
4150	1.50206	2.33591	0.08055	1.78231	2.37649	0.07137
4151	1.50358	2.32132	0.08043	1.78355	2.36296	0.07203
4152	1.50490	2.30713	0.08068	1.78520	2.34909	0.07161
4153	1.50610	2.29377	0.08121	1.78652	2.33510	0.07204
4154	1.50802	2.27931	0.08160	1.78805	2.32128	0.07259
4155	1.50982	2.26514	0.08205	1.78935	2.30745	0.07330
4156	1.51121	2.25102	0.08128	1.79106	2.29354	0.07391
4157	1.51284	2.23689	0.08188	1.79265	2.27978	0.07394
4158	1.51434	2.22266	0.08134	1.79390	2.26609	0.07292
4159	1.51616	2.20851	0.08199	1.79622	2.25238	0.07301
4160	1.51784	2.19425	0.08170	1.79742	2.23840	0.07276
4161	1.52047	2.18128	0.08171	1.79948	2.22428	0.07238
4162	1.52250	2.16756	0.08091	1.80173	2.21035	0.07268
4163	1.52404	2.15404	0.08102	1.80455	2.19546	0.07222
4164	1.52628	2.13989	0.08102	1.80630	2.18105	0.07183
4165	1.52815	2.12683	0.08105	1.80863	2.16756	0.07247
4166	1.53039	2.11339	0.08049	1.81041	2.15349	0.07234
4167	1.53193	2.10031	0.08122	1.81216	2.13991	0.07276
4168	1.53359	2.08713	0.08106	1.81398	2.12615	0.07316
4169	1.53572	2.07386	0.08131	1.81602	2.11262	0.07323
4170	1.53768	2.06148	0.08106	1.81812	2.09911	0.07410
4171	1.53932	2.04897	0.08140	1.81990	2.08551	0.07362
4172	1.54140	2.03686	0.08153	1.82220	2.07216	0.07365
4173	1.54330	2.02451	0.08091	1.82466	2.05926	0.07353
4174	1.54517	2.01309	0.08151	1.82624	2.04601	0.07299
4175	1.54739	2.00124	0.08117	1.82863	2.03311	0.07282
4176	1.54901	1.99015	0.08141	1.83056	2.02046	0.07327
4177	1.55075	1.97875	0.08207	1.83259	2.00729	0.07416
4178	1.55259	1.96771	0.08222	1.83434	1.99486	0.07449
4179	1.55416	1.95674	0.08218	1.83599	1.98247	0.07490
4180	1.55563	1.94587	0.08222	1.83815	1.97005	0.07508
4181	1.55693	1.93513	0.08253	1.83956	1.95842	0.07539
4182	1.55828	1.92482	0.08293	1.84060	1.94722	0.07560
4183	1.55988	1.91537	0.08260	1.84204	1.93572	0.07585
4184	1.56156	1.90551	0.08277	1.84347	1.92408	0.07625
4185	1.56309	1.89625	0.08218	1.84488	1.91262	0.07554
4186	1.56481	1.88740	0.08194	1.84731	1.90120	0.07521
4187	1.56664	1.87878	0.08207	1.84937	1.89039	0.07436
4188	1.56832	1.87039	0.08181	1.85165	1.87971	0.07428
4189	1.56941	1.86273	0.08168	1.85302	1.86859	0.07462
4190	1.57155	1.85510	0.08207	1.85445	1.85834	0.07522
4191	1.57258	1.84766	0.08257	1.85580	1.84781	0.07580
4192	1.57349	1.84008	0.08194	1.85691	1.83817	0.07630
4193	1.57417	1.83291	0.08244	1.85743	1.82926	0.07683
4194	1.57543	1.82639	0.08228	1.85785	1.82096	0.07665
4195	1.57676	1.82093	0.08254	1.85893	1.81307	0.07628
4196	1.57757	1.81529	0.08192	1.86024	1.80541	0.07604
4197	1.57900	1.81030	0.08220	1.86174	1.79757	0.07620
4198	1.58022	1.80601	0.08205	1.86334	1.79008	0.07597
4199	1.58157	1.80237	0.08218	1.86402	1.78285	0.07693
4200	1.58324	1.79839	0.08236	1.86518	1.77592	0.07674
4201	1.58425	1.79541	0.08234	1.86634	1.77028	0.07675
4202	1.58507	1.79259	0.08229	1.86710	1.76507	0.07689
4203	1.58647	1.79028	0.08255	1.86806	1.76082	0.07679
4204	1.58724	1.78853	0.08226	1.86891	1.75697	0.07707
4205	1.58851	1.78682	0.08196	1.87000	1.75385	0.07697
4206	1.58933	1.78625	0.08219	1.87060	1.75096	0.07714
4207	1.59038	1.78606	0.08201	1.87164	1.74842	0.07713
4208	1.59180	1.78623	0.08218	1.87248	1.74624	0.07700
4209	1.59285	1.78650	0.08196	1.87301	1.74524	0.07676
4210	1.59383	1.78736	0.08188	1.87412	1.74433	0.07653
4211	1.59469	1.78843	0.08172	1.87498	1.74430	0.07624
4212	1.59535	1.78974	0.08159	1.87586	1.74506	0.07611
4213	1.59616	1.79145	0.08187	1.87619	1.74571	0.07610
4214	1.59724	1.79314	0.08152	1.87674	1.74683	0.07604
4215	1.59830	1.79553	0.08132	1.87768	1.74811	0.07572
4216	1.59917	1.79761	0.08134	1.87851	1.74953	0.07566
4217	1.60031	1.80024	0.08145	1.87937	1.75171	0.07573
4218	1.60115	1.80335	0.08129	1.88032	1.75440	0.07608
4219	1.60227	1.80620	0.08162	1.88149	1.75678	0.07585
4220	1.60378	1.80976	0.08165	1.88277	1.76002	0.07576
4221	1.60503	1.81333	0.08215	1.88388	1.76308	0.07543
4222	1.60633	1.81720	0.08194	1.88498	1.76686	0.07595
4223	1.60735	1.82177	0.08223	1.88589	1.77062	0.07554
4224	1.60870	1.82603	0.08204	1.88722	1.77503	0.07593
4225	1.61039	1.83093	0.08192	1.88908	1.77983	0.07586
4226	1.61208	1.83616	0.08216	1.89079	1.78443	0.07619
4227	1.61394	1.84140	0.08183	1.89231	1.78964	0.07549
4228	1.61587	1.84696	0.08184	1.89394	1.79499	0.07554
4229	1.61750	1.85327	0.08194	1.89582	1.80027	0.07517
4230	1.61959	1.85955	0.08196	1.89779	1.80620	0.07551
4231	1.62191	1.86590	0.08197	1.89985	1.81239	0.07559
4232	1.62402	1.87287	0.08191	1.90213	1.81887	0.07550
4233	1.62613	1.87999	0.08215	1.90419	1.82594	0.07476
4234	1.62825	1.88772	0.08253	1.90678	1.83299	0.07516
4235	1.63106	1.89524	0.08227	1.90913	1.84042	0.07497
4236	1.63382	1.90330	0.08247	1.91154	1.84782	0.07505
4237	1.63646	1.91117	0.08225	1.91429	1.85546	0.07545
4238	1.63872	1.91974	0.08237	1.91677	1.86332	0.07559
4239	1.64184	1.92780	0.08169	1.91943	1.87089	0.07514
4240	1.64462	1.93747	0.08253	1.92258	1.87997	0.07488
4241	1.64770	1.94601	0.08224	1.92548	1.88883	0.07416
4242	1.65112	1.95544	0.08207	1.92859	1.89748	0.07390
4243	1.65423	1.96455	0.08194	1.93147	1.90634	0.07412
4244	1.65735	1.97408	0.08179	1.93438	1.91547	0.07517
4245	1.66019	1.98362	0.08170	1.93748	1.92523	0.07583
4246	1.66302	1.99382	0.08250	1.94009	1.93444	0.07589
4247	1.66647	2.00383	0.08210	1.94329	1.94421	0.07587
4248	1.66966	2.01377	0.08185	1.94650	1.95416	0.07510
4249	1.67293	2.02426	0.08125	1.94975	1.96442	0.07408
4250	1.67658	2.03437	0.08109	1.95360	1.97464	0.07349
4251	1.68028	2.04478	0.08125	1.95719	1.98536	0.07364
4252	1.68350	2.05523	0.08137	1.96061	1.99594	0.07325
4253	1.68682	2.06627	0.08134	1.96353	2.00591	0.07396
4254	1.69045	2.07677	0.08103	1.96715	2.01677	0.07459
4255	1.69394	2.08753	0.08082	1.97042	2.02715	0.07470
4256	1.69744	2.09845	0.08100	1.97435	2.03808	0.07353
4257	1.70120	2.10944	0.08179	1.97806	2.04950	0.07337
4258	1.70378	2.12049	0.08076	1.98137	2.06104	0.07359
4259	1.70777	2.13158	0.08081	1.98437	2.07194	0.07317
4260	1.71159	2.14226	0.08102	1.98823	2.08291	0.07338
4261	1.71431	2.15271	0.08068	1.99133	2.09461	0.07374
4262	1.71749	2.16379	0.08117	1.99478	2.10620	0.07374
4263	1.72079	2.17534	0.08158	1.99800	2.11734	0.07403
4264	1.72363	2.18577	0.08157	2.00119	2.12842	0.07408
4265	1.72640	2.19681	0.08129	2.00397	2.14043	0.07333
4266	1.72939	2.20770	0.08080	2.00730	2.15226	0.07339
4267	1.73194	2.21813	0.08086	2.01039	2.16420	0.07253
4268	1.73458	2.22825	0.08071	2.01287	2.17653	0.07343
4269	1.73735	2.23845	0.08109	2.01550	2.18823	0.07419
4270	1.73934	2.24916	0.08159	2.01815	2.19977	0.07447
4271	1.74159	2.25950	0.08090	2.02083	2.21146	0.07418
4272	1.74378	2.26931	0.08093	2.02334	2.22340	0.07365
4273	1.74584	2.27907	0.08020	2.02568	2.23513	0.07291
4274	1.74780	2.28939	0.08044	2.02781	2.24729	0.07307
4275	1.74950	2.29902	0.08063	2.02954	2.25860	0.07261
4276	1.75135	2.30872	0.08029	2.03171	2.27029	0.07321
4277	1.75308	2.31840	0.08031	2.03367	2.28167	0.07334
4278	1.75416	2.32719	0.08050	2.03567	2.29341	0.07304
4279	1.75549	2.33637	0.07979	2.03718	2.30442	0.07314
4280	1.75684	2.34544	0.07993	2.03837	2.31596	0.07242
4281	1.75820	2.35453	0.07997	2.03958	2.32751	0.07251
4282	1.75906	2.36407	0.07981	2.04106	2.33890	0.07175
4283	1.76035	2.37242	0.08008	2.04231	2.34952	0.07199
4284	1.76085	2.38120	0.07986	2.04350	2.36041	0.07246
4285	1.76146	2.39006	0.07968	2.04435	2.37078	0.07271
4286	1.76238	2.39823	0.07923	2.04511	2.38162	0.07187
4287	1.76290	2.40639	0.07883	2.04595	2.39259	0.07186
4288	1.76308	2.41432	0.07885	2.04679	2.40360	0.07127
4289	1.76343	2.42206	0.07934	2.04640	2.41446	0.07134
4290	1.76341	2.42937	0.07906	2.04632	2.42455	0.07142
4291	1.76355	2.43665	0.07897	2.04628	2.43511	0.07237
4292	1.76315	2.44344	0.07890	2.04644	2.44553	0.07170
4293	1.76307	2.45030	0.07946	2.04595	2.45579	0.07200
4294	1.76232	2.45642	0.07938	2.04525	2.46572	0.07200
4295	1.76134	2.46291	0.07942	2.04419	2.47594	0.07241
4296	1.76084	2.46961	0.07964	2.04334	2.48618	0.07278
4297	1.76031	2.47619	0.07900	2.04256	2.49537	0.07232
4298	1.75972	2.48264	0.07909	2.04183	2.50503	0.07150
4299	1.75947	2.48912	0.07958	2.04143	2.51409	0.07126
4300	1.75891	2.49553	0.07976	2.04046	2.52292	0.07181
4301	1.75836	2.50179	0.07915	2.03992	2.53135	0.07177
4302	1.75762	2.50827	0.07950	2.03915	2.53980	0.07152
4303	1.75753	2.51436	0.07902	2.03814	2.54791	0.07149
4304	1.75640	2.52053	0.07923	2.03733	2.55655	0.07093
4305	1.75532	2.52624	0.07930	2.03596	2.56482	0.07238
4306	1.75458	2.53225	0.07971	2.03415	2.57286	0.07144
4307	1.75376	2.53815	0.07900	2.03294	2.58158	0.07204
4308	1.75252	2.54423	0.07923	2.03144	2.58965	0.07162
4309	1.75164	2.54990	0.07926	2.03022	2.59766	0.07160
4310	1.75014	2.55602	0.07917	2.02902	2.60583	0.07148
4311	1.74926	2.56155	0.07905	2.02719	2.61378	0.07152
4312	1.74835	2.56785	0.07963	2.02620	2.62158	0.07217
4313	1.74706	2.57375	0.07913	2.02409	2.62934	0.07172
4314	1.74625	2.57994	0.07907	2.02344	2.63705	0.07153
4315	1.74544	2.58638	0.07881	2.02221	2.64475	0.07086
4316	1.74366	2.59273	0.07893	2.02057	2.65236	0.07069
4317	1.74295	2.59912	0.07921	2.01886	2.65961	0.07077
4318	1.74150	2.60527	0.07968	2.01786	2.66712	0.07134
4319	1.73995	2.61099	0.07896	2.01580	2.67515	0.07168
4320	1.73890	2.61748	0.07858	2.01376	2.68305	0.07167
4321	1.73734	2.62341	0.07920	2.01213	2.69082	0.07118
4322	1.73652	2.62938	0.07807	2.01033	2.69856	0.07115
4323	1.73480	2.63584	0.07883	2.00804	2.70659	0.07186
4324	1.73313	2.64216	0.07921	2.00705	2.71397	0.07097
4325	1.73215	2.64856	0.07927	2.00521	2.72146	0.07159
4326	1.73054	2.65521	0.07938	2.00359	2.72891	0.07092
4327	1.72956	2.66158	0.07989	2.00259	2.73577	0.07162
4328	1.72846	2.66806	0.07969	2.00064	2.74313	0.07184
4329	1.72725	2.67497	0.07954	2.00037	2.74954	0.07165
4330	1.72623	2.68166	0.07993	1.99964	2.75609	0.07132
4331	1.72559	2.68798	0.07918	1.99805	2.76267	0.07132
4332	1.72439	2.69494	0.07902	1.99788	2.76948	0.07083
4333	1.72303	2.70130	0.07898	1.99607	2.77623	0.07098
4334	1.72222	2.70790	0.07938	1.99491	2.78266	0.07084
4335	1.72124	2.71415	0.07947	1.99328	2.78898	0.07185
4336	1.72064	2.72039	0.07884	1.99223	2.79529	0.07230
4337	1.71972	2.72721	0.07907	1.99300	2.80129	0.07166
4338	1.71900	2.73312	0.07842	1.99315	2.80712	0.07138
4339	1.71807	2.73999	0.07866	1.99157	2.81286	0.07112
4340	1.71731	2.74686	0.07916	1.99104	2.81904	0.07103
4341	1.71656	2.75344	0.07891	1.99090	2.82401	0.07061
4342	1.71636	2.75952	0.07924	1.99075	2.82939	0.07095
4343	1.71610	2.76603	0.07925	1.99006	2.83450	0.07133
4344	1.71596	2.77186	0.07891	1.99043	2.83941	0.07162
4345	1.71476	2.77900	0.07956	1.99036	2.84446	0.07149
4346	1.71527	2.78452	0.07856	1.99106	2.84836	0.07066
4347	1.71504	2.78995	0.07867	1.99078	2.85323	0.07070
4348	1.71506	2.79571	0.07892	1.99150	2.85702	0.07013
4349	1.71438	2.80181	0.07958	1.99085	2.86134	0.07017
4350	1.71512	2.80640	0.07857	1.99145	2.86467	0.07077
4351	1.71505	2.81132	0.07882	1.99146	2.86833	0.06988
4352	1.71489	2.81662	0.07901	1.99236	2.87203	0.06982
4353	1.71493	2.82132	0.07885	1.99293	2.87486	0.06969
4354	1.71434	2.82642	0.07941	1.99300	2.87774	0.06982
4355	1.71506	2.82997	0.07846	1.99386	2.88037	0.06970
4356	1.71520	2.83413	0.07830	1.99410	2.88330	0.06996
4357	1.71494	2.83716	0.07915	1.99382	2.88571	0.06969
4358	1.71507	2.84077	0.07920	1.99377	2.88836	0.07016
4359	1.71570	2.84337	0.07833	1.99392	2.88980	0.07028
4360	1.71581	2.84554	0.07853	1.99454	2.89189	0.06983
4361	1.71551	2.84849	0.07921	1.99523	2.89342	0.06959
4362	1.71562	2.85082	0.07973	1.99517	2.89491	0.06953
4363	1.71609	2.85234	0.07946	1.99500	2.89584	0.06976
4364	1.71561	2.85303	0.07889	1.99478	2.89681	0.07030
4365	1.71600	2.85405	0.07857	1.99440	2.89785	0.07008
4366	1.71595	2.85453	0.07854	1.99414	2.89855	0.07017
4367	1.71582	2.85478	0.07837	1.99416	2.89875	0.07012
4368	1.71595	2.85447	0.07858	1.99413	2.89857	0.07010
4369	1.71583	2.85370	0.07868	1.99409	2.89807	0.06995
4370	1.71589	2.85270	0.07900	1.99406	2.89746	0.07010
4371	1.71552	2.85173	0.07950	1.99472	2.89649	0.06971
4372	1.71539	2.85067	0.07945	1.99457	2.89559	0.06984
4373	1.71552	2.84832	0.07896	1.99497	2.89407	0.06920
4374	1.71592	2.84553	0.07848	1.99428	2.89297	0.06962
4375	1.71602	2.84353	0.07817	1.99430	2.89078	0.06932
4376	1.71537	2.84080	0.07870	1.99387	2.88907	0.06952
4377	1.71551	2.83756	0.07888	1.99421	2.88664	0.06916
4378	1.71610	2.83417	0.07824	1.99427	2.88435	0.06936
4379	1.71623	2.83015	0.07814	1.99472	2.88079	0.06953
4380	1.71642	2.82685	0.07884	1.99472	2.87767	0.06910
4381	1.71720	2.82189	0.07853	1.99487	2.87412	0.06927
4382	1.71790	2.81756	0.07847	1.99556	2.86942	0.06974
4383	1.71869	2.81253	0.07835	1.99633	2.86525	0.06966
4384	1.71968	2.80746	0.07783	1.99735	2.86006	0.06910
4385	1.72064	2.80282	0.07795	1.99785	2.85446	0.06980
4386	1.72165	2.79737	0.07834	1.99976	2.84849	0.06881
4387	1.72275	2.79143	0.07775	2.00057	2.84242	0.06886
4388	1.72360	2.78632	0.07905	2.00187	2.83571	0.06939
4389	1.72474	2.77955	0.07820	2.00376	2.82906	0.06880
4390	1.72649	2.77250	0.07793	2.00429	2.82224	0.06979
4391	1.72745	2.76563	0.07800	2.00706	2.81516	0.06864
4392	1.72827	2.75865	0.07864	2.00684	2.80802	0.06939
4393	1.72962	2.75082	0.07816	2.00782	2.80041	0.06947
4394	1.73066	2.74265	0.07784	2.00903	2.79276	0.06907
4395	1.73232	2.73497	0.07728	2.01027	2.78468	0.06939
4396	1.73327	2.72704	0.07841	2.01192	2.77611	0.06840
4397	1.73457	2.71855	0.07794	2.01193	2.76772	0.07067
4398	1.73623	2.71004	0.07784	2.01401	2.75896	0.06960
4399	1.73723	2.70141	0.07824	2.01549	2.74983	0.06980
4400	1.73867	2.69149	0.07847	2.01775	2.74020	0.06879
4401	1.74036	2.68263	0.07831	2.01871	2.73085	0.06985
4402	1.74152	2.67325	0.07803	2.02039	2.72099	0.06926
4403	1.74337	2.66338	0.07805	2.02128	2.71106	0.07034
4404	1.74487	2.65326	0.07785	2.02348	2.70108	0.06959
4405	1.74623	2.64276	0.07777	2.02494	2.69055	0.06960
4406	1.74779	2.63281	0.07883	2.02661	2.67992	0.06960
4407	1.74942	2.62233	0.07824	2.02795	2.66922	0.06956
4408	1.75124	2.61179	0.07830	2.02974	2.65832	0.06994
4409	1.75312	2.60054	0.07788	2.03179	2.64699	0.07036
4410	1.75481	2.58979	0.07830	2.03372	2.63556	0.06919
4411	1.75678	2.57870	0.07867	2.03619	2.62352	0.06958
4412	1.75916	2.56814	0.07840	2.03799	2.61202	0.07010
4413	1.76106	2.55672	0.07861	2.04077	2.59981	0.06997
4414	1.76298	2.54540	0.07873	2.04228	2.58685	0.07062
4415	1.76519	2.53367	0.07872	2.04499	2.57500	0.07020
4416	1.76669	2.52234	0.07908	2.04691	2.56263	0.07062
4417	1.76824	2.51039	0.07902	2.04885	2.55003	0.07067
4418	1.77047	2.49822	0.07886	2.05055	2.53738	0.07063
4419	1.77208	2.48620	0.07930	2.05183	2.52527	0.07079
4420	1.77384	2.47405	0.07928	2.05359	2.51231	0.07082
4421	1.77547	2.46189	0.07950	2.05609	2.50001	0.07128
4422	1.77702	2.44939	0.07968	2.05771	2.48664	0.07230
4423	1.77853	2.43680	0.08024	2.05842	2.47370	0.07168
4424	1.78000	2.42452	0.07944	2.06047	2.46090	0.07235
4425	1.78144	2.41188	0.07959	2.06228	2.44819	0.07227
4426	1.78332	2.39953	0.07979	2.06426	2.43517	0.07111
4427	1.78511	2.38710	0.07971	2.06554	2.42228	0.07139
4428	1.78655	2.37480	0.07949	2.06714	2.40958	0.07117
4429	1.78842	2.36270	0.07973	2.06903	2.39600	0.07176
4430	1.79041	2.35048	0.08006	2.07125	2.38257	0.07186
4431	1.79226	2.33853	0.08019	2.07350	2.36914	0.07219
4432	1.79417	2.32640	0.07999	2.07573	2.35579	0.07179
4433	1.79557	2.31475	0.08017	2.07773	2.34276	0.07265
4434	1.79740	2.30271	0.08026	2.07932	2.32950	0.07292
4435	1.79909	2.29097	0.08130	2.08064	2.31647	0.07378
4436	1.80058	2.27942	0.08120	2.08233	2.30349	0.07482
4437	1.80211	2.26754	0.08159	2.08365	2.29046	0.07497
4438	1.80349	2.25649	0.08145	2.08546	2.27760	0.07515
4439	1.80487	2.24517	0.08129	2.08753	2.26488	0.07425
4440	1.80674	2.23461	0.08135	2.08945	2.25195	0.07394
4441	1.80886	2.22370	0.08146	2.09125	2.23914	0.07388
4442	1.81043	2.21324	0.08138	2.09303	2.22571	0.07484
4443	1.81240	2.20265	0.08203	2.09463	2.21277	0.07551
4444	1.81384	2.19275	0.08202	2.09674	2.20006	0.07473
4445	1.81542	2.18257	0.08194	2.09857	2.18722	0.07506
4446	1.81689	2.17313	0.08117	2.10027	2.17451	0.07472
4447	1.81849	2.16364	0.08169	2.10163	2.16189	0.07414
4448	1.81987	2.15365	0.08100	2.10309	2.15007	0.07426
4449	1.82150	2.14499	0.08146	2.10455	2.13833	0.07400
4450	1.82261	2.13639	0.08110	2.10595	2.12697	0.07457
4451	1.82365	2.12762	0.08183	2.10655	2.11466	0.07465
4452	1.82520	2.11946	0.08134	2.10762	2.10280	0.07521
4453	1.82637	2.11107	0.08185	2.10888	2.09181	0.07477
4454	1.82725	2.10341	0.08114	2.10971	2.08067	0.07527
4455	1.82836	2.09596	0.08132	2.11053	2.07021	0.07460
4456	1.82899	2.08852	0.08146	2.11131	2.06081	0.07458
4457	1.82978	2.08158	0.08172	2.11162	2.05084	0.07530
4458	1.83089	2.07467	0.08172	2.11236	2.04075	0.07523
4459	1.83133	2.06849	0.08164	2.11252	2.03108	0.07512
4460	1.83256	2.06222	0.08116	2.11238	2.02146	0.07491
4461	1.83311	2.05639	0.08112	2.11334	2.01286	0.07503
4462	1.83366	2.05109	0.08166	2.11322	2.00491	0.07455
4463	1.83440	2.04607	0.08162	2.11329	1.99750	0.07463
4464	1.83502	2.04126	0.08219	2.11362	1.99068	0.07491
4465	1.83532	2.03723	0.08230	2.11357	1.98384	0.07561
4466	1.83581	2.03340	0.08241	2.11354	1.97725	0.07567
4467	1.83668	2.02994	0.08197	2.11375	1.97129	0.07487
4468	1.83752	2.02697	0.08194	2.11376	1.96606	0.07519
4469	1.83778	2.02467	0.08216	2.11427	1.96104	0.07518
4470	1.83822	2.02226	0.08211	2.11459	1.95740	0.07489
4471	1.83855	2.02080	0.08198	2.11462	1.95403	0.07519
4472	1.83954	2.01942	0.08194	2.11458	1.95079	0.07549
4473	1.84041	2.01846	0.08170	2.11485	1.94870	0.07616
4474	1.84108	2.01801	0.08186	2.11519	1.94605	0.07610
4475	1.84193	2.01804	0.08237	2.11553	1.94477	0.07593
4476	1.84258	2.01839	0.08234	2.11624	1.94387	0.07604
4477	1.84338	2.01927	0.08247	2.11676	1.94360	0.07588
4478	1.84441	2.01964	0.08183	2.11743	1.94366	0.07577
4479	1.84518	2.02143	0.08152	2.11792	1.94399	0.07565
4480	1.84602	2.02304	0.08165	2.11848	1.94490	0.07551
4481	1.84686	2.02444	0.08126	2.11941	1.94578	0.07549
4482	1.84811	2.02641	0.08166	2.12045	1.94698	0.07560
4483	1.84934	2.02874	0.08214	2.12125	1.94847	0.07546
4484	1.85023	2.03094	0.08152	2.12196	1.95049	0.07488
4485	1.85132	2.03308	0.08159	2.12292	1.95282	0.07496
4486	1.85203	2.03607	0.08165	2.12407	1.95527	0.07440
4487	1.85352	2.03863	0.08164	2.12519	1.95866	0.07418
4488	1.85462	2.04182	0.08154	2.12644	1.96216	0.07425
4489	1.85572	2.04465	0.08127	2.12752	1.96554	0.07405
4490	1.85747	2.04878	0.08160	2.12847	1.96898	0.07402
4491	1.85848	2.05261	0.08148	2.13064	1.97278	0.07435
4492	1.86021	2.05647	0.08109	2.13192	1.97689	0.07452
4493	1.86149	2.06102	0.08161	2.13345	1.98132	0.07455
