	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d	Z:\Vacuum\Pilot Testing\Test_Aug11\FV_empty.c3d
	FVHL	FVHL	FVHL	FVHR	FVHR	FVHR
	TARGET	TARGET	TARGET	TARGET	TARGET	TARGET
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1415	1.96988	0.89206	0.08361	2.14885	0.67278	0.07618
1416	1.97061	0.89443	0.08401	2.15191	0.67782	0.07610
1417	1.97108	0.89560	0.08385	2.15485	0.68036	0.07514
1418	1.97073	0.89730	0.08387	2.15746	0.68451	0.07591
1419	1.97035	0.89865	0.08421	2.15955	0.68783	0.07501
1420	1.97012	0.89962	0.08337	2.16199	0.69216	0.07550
1421	1.96950	0.90076	0.08396	2.16418	0.69554	0.07558
1422	1.96877	0.90095	0.08337	2.16566	0.69898	0.07523
1423	1.96822	0.90171	0.08363	2.16757	0.70227	0.07554
1424	1.96751	0.90246	0.08402	2.16858	0.70453	0.07578
1425	1.96642	0.90384	0.08459	2.17019	0.70677	0.07565
1426	1.96484	0.90410	0.08348	2.17103	0.71001	0.07610
1427	1.96434	0.90455	0.08360	2.17190	0.71236	0.07571
1428	1.96358	0.90475	0.08345	2.17273	0.71398	0.07564
1429	1.96192	0.90449	0.08320	2.17358	0.71679	0.07638
1430	1.96103	0.90452	0.08328	2.17383	0.71769	0.07511
1431	1.95993	0.90461	0.08328	2.17456	0.72054	0.07614
1432	1.95913	0.90438	0.08382	2.17470	0.72155	0.07599
1433	1.95851	0.90444	0.08354	2.17498	0.72281	0.07541
1434	1.95720	0.90458	0.08268	2.17524	0.72396	0.07551
1435	1.95652	0.90489	0.08312	2.17590	0.72594	0.07631
1436	1.95575	0.90465	0.08331	2.17542	0.72600	0.07574
1437	1.95487	0.90429	0.08346	2.17561	0.72681	0.07573
1438	1.95392	0.90457	0.08349	2.17568	0.72779	0.07559
1439	1.95401	0.90417	0.08300	2.17563	0.72816	0.07504
1440	1.95374	0.90410	0.08336	2.17606	0.72865	0.07529
1441	1.95329	0.90390	0.08332	2.17616	0.72928	0.07556
1442	1.95301	0.90395	0.08334	2.17625	0.72993	0.07557
1443	1.95281	0.90391	0.08347	2.17637	0.73066	0.07555
1444	1.95252	0.90398	0.08343	2.17692	0.73248	0.07635
1445	1.95231	0.90409	0.08355	2.17704	0.73312	0.07641
1446	1.95198	0.90449	0.08349	2.17722	0.73400	0.07633
1447	1.95177	0.90460	0.08368	2.17744	0.73460	0.07617
1448	1.95139	0.90494	0.08354	2.17760	0.73642	0.07623
1449	1.95084	0.90535	0.08371	2.17842	0.73827	0.07642
1450	1.95017	0.90600	0.08312	2.17907	0.73963	0.07648
1451	1.94991	0.90637	0.08311	2.17953	0.74096	0.07681
1452	1.94923	0.90710	0.08351	2.17987	0.74348	0.07698
1453	1.94902	0.90775	0.08358	2.18047	0.74430	0.07623
1454	1.94869	0.90821	0.08360	2.18096	0.74673	0.07747
1455	1.94883	0.90832	0.08320	2.18192	0.74803	0.07627
1456	1.94867	0.90910	0.08331	2.18275	0.75056	0.07645
1457	1.94841	0.90963	0.08330	2.18323	0.75215	0.07622
1458	1.94845	0.91058	0.08351	2.18435	0.75492	0.07604
1459	1.94814	0.91133	0.08349	2.18491	0.75681	0.07606
1460	1.94773	0.91237	0.08319	2.18569	0.75906	0.07636
1461	1.94765	0.91320	0.08331	2.18693	0.76165	0.07628
1462	1.94746	0.91404	0.08418	2.18722	0.76416	0.07622
1463	1.94718	0.91522	0.08386	2.18823	0.76666	0.07673
1464	1.94728	0.91594	0.08415	2.18895	0.76908	0.07630
1465	1.94706	0.91715	0.08419	2.18996	0.77199	0.07663
1466	1.94708	0.91850	0.08420	2.19115	0.77521	0.07680
1467	1.94678	0.91944	0.08342	2.19160	0.77783	0.07632
1468	1.94669	0.92070	0.08360	2.19235	0.78090	0.07648
1469	1.94672	0.92212	0.08371	2.19359	0.78442	0.07657
1470	1.94656	0.92371	0.08333	2.19491	0.78801	0.07682
1471	1.94645	0.92536	0.08356	2.19577	0.79080	0.07625
1472	1.94679	0.92710	0.08357	2.19707	0.79439	0.07667
1473	1.94678	0.92935	0.08391	2.19868	0.79810	0.07701
1474	1.94699	0.93134	0.08437	2.19943	0.80226	0.07761
1475	1.94708	0.93281	0.08392	2.20037	0.80668	0.07828
1476	1.94718	0.93493	0.08343	2.20172	0.81129	0.07725
1477	1.94717	0.93703	0.08333	2.20286	0.81605	0.07770
1478	1.94784	0.93935	0.08392	2.20467	0.82006	0.07753
1479	1.94851	0.94173	0.08370	2.20651	0.82446	0.07736
1480	1.94827	0.94451	0.08436	2.20768	0.82955	0.07763
1481	1.94878	0.94721	0.08420	2.20883	0.83402	0.07776
1482	1.94966	0.94996	0.08426	2.21003	0.83897	0.07745
1483	1.95028	0.95255	0.08396	2.21160	0.84421	0.07706
1484	1.95086	0.95571	0.08415	2.21345	0.84886	0.07713
1485	1.95199	0.95885	0.08472	2.21525	0.85443	0.07781
1486	1.95294	0.96235	0.08447	2.21687	0.85895	0.07755
1487	1.95341	0.96605	0.08454	2.21794	0.86454	0.07814
1488	1.95495	0.97002	0.08392	2.21949	0.86931	0.07745
1489	1.95616	0.97400	0.08403	2.22159	0.87521	0.07744
1490	1.95704	0.97770	0.08461	2.22300	0.88093	0.07762
1491	1.95807	0.98146	0.08483	2.22456	0.88646	0.07766
1492	1.95920	0.98558	0.08425	2.22649	0.89224	0.07790
1493	1.96027	0.98936	0.08445	2.22822	0.89836	0.07802
1494	1.96104	0.99376	0.08389	2.22955	0.90456	0.07783
1495	1.96206	0.99841	0.08477	2.23142	0.91093	0.07839
1496	1.96282	1.00242	0.08439	2.23290	0.91721	0.07854
1497	1.96444	1.00700	0.08455	2.23442	0.92361	0.07872
1498	1.96530	1.01188	0.08457	2.23612	0.93006	0.07822
1499	1.96638	1.01716	0.08429	2.23765	0.93688	0.07867
1500	1.96757	1.02124	0.08516	2.23933	0.94396	0.07872
1501	1.96810	1.02631	0.08466	2.24133	0.95053	0.07888
1502	1.96941	1.03128	0.08500	2.24253	0.95717	0.07901
1503	1.97024	1.03703	0.08529	2.24390	0.96422	0.07920
1504	1.97174	1.04191	0.08567	2.24555	0.97136	0.07919
1505	1.97284	1.04707	0.08509	2.24741	0.97804	0.07901
1506	1.97423	1.05224	0.08518	2.24890	0.98469	0.07882
1507	1.97526	1.05748	0.08509	2.25052	0.99150	0.07920
1508	1.97602	1.06309	0.08579	2.25163	0.99847	0.07973
1509	1.97651	1.06858	0.08527	2.25291	1.00559	0.08025
1510	1.97727	1.07389	0.08558	2.25409	1.01262	0.08014
1511	1.97901	1.07931	0.08562	2.25550	1.02017	0.08015
1512	1.97974	1.08517	0.08512	2.25672	1.02761	0.08019
1513	1.98021	1.09027	0.08483	2.25814	1.03479	0.08034
1514	1.98180	1.09611	0.08522	2.25942	1.04143	0.07949
1515	1.98285	1.10171	0.08555	2.26055	1.04878	0.07979
1516	1.98450	1.10794	0.08536	2.26237	1.05550	0.08026
1517	1.98534	1.11360	0.08566	2.26394	1.06183	0.07982
1518	1.98653	1.11999	0.08562	2.26505	1.06908	0.08029
1519	1.98734	1.12608	0.08567	2.26641	1.07584	0.08010
1520	1.98823	1.13166	0.08507	2.26775	1.08347	0.08014
1521	1.98950	1.13769	0.08496	2.26868	1.09050	0.08012
1522	1.99062	1.14384	0.08521	2.27027	1.09745	0.07960
1523	1.99166	1.14991	0.08560	2.27112	1.10497	0.07966
1524	1.99270	1.15606	0.08551	2.27259	1.11184	0.08018
1525	1.99405	1.16106	0.08620	2.27350	1.11889	0.08010
1526	1.99444	1.16719	0.08557	2.27489	1.12593	0.08015
1527	1.99556	1.17353	0.08625	2.27595	1.13296	0.08062
1528	1.99594	1.17950	0.08645	2.27654	1.14017	0.08063
1529	1.99648	1.18523	0.08606	2.27741	1.14688	0.08022
1530	1.99735	1.19155	0.08553	2.27789	1.15467	0.08048
1531	1.99809	1.19798	0.08515	2.27859	1.16169	0.07989
1532	1.99877	1.20352	0.08552	2.28011	1.16898	0.07868
1533	1.99965	1.20982	0.08505	2.28093	1.17665	0.07901
1534	2.00082	1.21612	0.08517	2.28194	1.18376	0.07919
1535	2.00140	1.22224	0.08530	2.28292	1.18991	0.07915
1536	2.00221	1.22832	0.08501	2.28392	1.19696	0.07939
1537	2.00319	1.23472	0.08493	2.28475	1.20399	0.07911
1538	2.00373	1.24078	0.08476	2.28565	1.21126	0.07888
1539	2.00457	1.24743	0.08433	2.28627	1.21846	0.07888
1540	2.00531	1.25408	0.08485	2.28729	1.22624	0.07826
1541	2.00661	1.25941	0.08474	2.28825	1.23338	0.07829
1542	2.00748	1.26609	0.08506	2.28927	1.24001	0.07843
1543	2.00830	1.27249	0.08497	2.29064	1.24670	0.07898
1544	2.00891	1.27892	0.08480	2.29115	1.25316	0.07896
1545	2.00957	1.28503	0.08487	2.29178	1.25978	0.07896
1546	2.01033	1.29124	0.08421	2.29263	1.26695	0.07880
1547	2.01128	1.29725	0.08469	2.29333	1.27393	0.07862
1548	2.01232	1.30350	0.08439	2.29430	1.28057	0.07796
1549	2.01347	1.30963	0.08441	2.29541	1.28693	0.07805
1550	2.01417	1.31561	0.08465	2.29632	1.29316	0.07831
1551	2.01471	1.32129	0.08470	2.29724	1.29905	0.07844
1552	2.01609	1.32751	0.08464	2.29817	1.30525	0.07829
1553	2.01693	1.33318	0.08522	2.29884	1.31136	0.07866
1554	2.01814	1.33882	0.08517	2.29997	1.31678	0.07827
1555	2.01856	1.34461	0.08568	2.30065	1.32275	0.07815
1556	2.01957	1.35013	0.08507	2.30122	1.32818	0.07886
1557	2.02036	1.35510	0.08567	2.30258	1.33393	0.07852
1558	2.02198	1.36074	0.08566	2.30341	1.33835	0.07815
1559	2.02239	1.36563	0.08478	2.30460	1.34364	0.07800
1560	2.02378	1.37077	0.08502	2.30538	1.34728	0.07696
1561	2.02459	1.37519	0.08467	2.30655	1.35149	0.07744
1562	2.02538	1.37992	0.08448	2.30752	1.35575	0.07701
1563	2.02655	1.38392	0.08389	2.30840	1.35940	0.07679
1564	2.02714	1.38785	0.08446	2.30907	1.36222	0.07642
1565	2.02850	1.39182	0.08407	2.31001	1.36625	0.07659
1566	2.02912	1.39535	0.08416	2.31092	1.36878	0.07646
1567	2.02989	1.39870	0.08420	2.31150	1.37131	0.07620
1568	2.03053	1.40168	0.08399	2.31212	1.37375	0.07602
1569	2.03114	1.40431	0.08367	2.31310	1.37628	0.07593
1570	2.03173	1.40649	0.08355	2.31330	1.37828	0.07570
1571	2.03191	1.40859	0.08350	2.31329	1.37980	0.07515
1572	2.03243	1.41017	0.08301	2.31357	1.38138	0.07510
1573	2.03246	1.41157	0.08252	2.31375	1.38256	0.07523
1574	2.03250	1.41196	0.08267	2.31400	1.38338	0.07529
1575	2.03266	1.41198	0.08291	2.31410	1.38371	0.07513
1576	2.03263	1.41193	0.08273	2.31407	1.38380	0.07526
1577	2.03240	1.41124	0.08256	2.31395	1.38356	0.07526
1578	2.03215	1.41088	0.08213	2.31356	1.38290	0.07509
1579	2.03165	1.40986	0.08250	2.31349	1.38248	0.07502
1580	2.03112	1.40823	0.08290	2.31303	1.38154	0.07456
1581	2.03048	1.40619	0.08286	2.31246	1.38042	0.07481
1582	2.02999	1.40432	0.08318	2.31210	1.37938	0.07519
1583	2.02902	1.40150	0.08317	2.31128	1.37781	0.07522
1584	2.02841	1.39896	0.08327	2.31043	1.37625	0.07521
1585	2.02800	1.39597	0.08318	2.30960	1.37407	0.07471
1586	2.02723	1.39220	0.08305	2.30938	1.37151	0.07504
1587	2.02587	1.38885	0.08333	2.30823	1.36900	0.07481
1588	2.02499	1.38425	0.08296	2.30735	1.36634	0.07504
1589	2.02416	1.38055	0.08299	2.30656	1.36383	0.07505
1590	2.02310	1.37588	0.08301	2.30564	1.36057	0.07537
1591	2.02196	1.37078	0.08249	2.30440	1.35715	0.07504
1592	2.02070	1.36684	0.08344	2.30353	1.35372	0.07484
1593	2.02015	1.36126	0.08329	2.30302	1.34969	0.07486
1594	2.01901	1.35564	0.08321	2.30212	1.34544	0.07501
1595	2.01841	1.35024	0.08369	2.30102	1.34113	0.07487
1596	2.01695	1.34413	0.08418	2.30033	1.33644	0.07477
1597	2.01641	1.33772	0.08284	2.29912	1.33186	0.07483
1598	2.01522	1.33036	0.08340	2.29853	1.32668	0.07499
1599	2.01463	1.32445	0.08329	2.29702	1.32164	0.07484
1600	2.01343	1.31781	0.08386	2.29647	1.31629	0.07560
1601	2.01272	1.31024	0.08339	2.29520	1.31063	0.07523
1602	2.01191	1.30258	0.08324	2.29467	1.30433	0.07533
1603	2.01099	1.29489	0.08365	2.29395	1.29834	0.07533
1604	2.01076	1.28790	0.08331	2.29345	1.29188	0.07537
1605	2.01009	1.27968	0.08333	2.29297	1.28482	0.07528
1606	2.00986	1.27136	0.08346	2.29249	1.27782	0.07580
1607	2.00894	1.26345	0.08307	2.29191	1.27091	0.07580
1608	2.00900	1.25552	0.08362	2.29171	1.26327	0.07554
1609	2.00887	1.24694	0.08434	2.29158	1.25565	0.07576
1610	2.00839	1.23875	0.08444	2.29110	1.24749	0.07602
1611	2.00799	1.23024	0.08334	2.29084	1.23893	0.07579
1612	2.00802	1.22152	0.08423	2.29097	1.23124	0.07589
1613	2.00834	1.21293	0.08467	2.29086	1.22256	0.07604
1614	2.00789	1.20358	0.08456	2.29091	1.21389	0.07612
1615	2.00812	1.19485	0.08418	2.29067	1.20502	0.07602
1616	2.00833	1.18530	0.08487	2.29057	1.19546	0.07610
1617	2.00796	1.17657	0.08524	2.29113	1.18669	0.07544
1618	2.00804	1.16686	0.08493	2.29112	1.17749	0.07591
1619	2.00835	1.15743	0.08507	2.29060	1.16777	0.07574
1620	2.00785	1.14804	0.08512	2.29061	1.15855	0.07573
1621	2.00733	1.13787	0.08363	2.29056	1.14900	0.07600
1622	2.00742	1.12763	0.08384	2.29026	1.14030	0.07584
1623	2.00618	1.11747	0.08358	2.28980	1.13128	0.07656
1624	2.00633	1.10752	0.08399	2.28863	1.12195	0.07689
1625	2.00585	1.09702	0.08390	2.28839	1.11260	0.07666
1626	2.00587	1.08692	0.08461	2.28832	1.10301	0.07723
1627	2.00646	1.07718	0.08459	2.28823	1.09339	0.07765
1628	2.00702	1.06701	0.08500	2.28923	1.08308	0.07815
1629	2.00714	1.05724	0.08544	2.28973	1.07253	0.07785
1630	2.00763	1.04751	0.08578	2.29048	1.06173	0.07813
1631	2.00803	1.03709	0.08564	2.29099	1.05105	0.07906
1632	2.00832	1.02700	0.08629	2.29129	1.04118	0.07898
1633	2.00844	1.01634	0.08579	2.29165	1.03060	0.07908
1634	2.00857	1.00598	0.08576	2.29127	1.02031	0.07904
1635	2.00877	0.99565	0.08568	2.29118	1.01013	0.07849
1636	2.00900	0.98541	0.08538	2.29168	1.00052	0.07873
1637	2.00902	0.97429	0.08522	2.29118	0.98975	0.07819
1638	2.00862	0.96424	0.08477	2.29123	0.97962	0.07824
1639	2.00877	0.95328	0.08354	2.29169	0.96955	0.07742
1640	2.00831	0.94244	0.08389	2.29082	0.95904	0.07718
1641	2.00887	0.93208	0.08371	2.29118	0.94902	0.07738
1642	2.00917	0.92182	0.08445	2.29169	0.93929	0.07820
1643	2.00970	0.91183	0.08472	2.29152	0.92881	0.07788
1644	2.00986	0.90094	0.08434	2.29199	0.91823	0.07824
1645	2.00958	0.89110	0.08392	2.29267	0.90753	0.07779
1646	2.00984	0.88102	0.08454	2.29317	0.89848	0.07759
1647	2.01011	0.87155	0.08469	2.29339	0.88855	0.07824
1648	2.01095	0.86085	0.08453	2.29342	0.87926	0.07880
1649	2.01132	0.85130	0.08428	2.29360	0.86878	0.07831
1650	2.01087	0.84205	0.08377	2.29324	0.85968	0.07795
1651	2.01163	0.83293	0.08337	2.29394	0.84992	0.07764
1652	2.01154	0.82339	0.08353	2.29475	0.84132	0.07715
1653	2.01189	0.81480	0.08361	2.29521	0.83267	0.07694
1654	2.01243	0.80580	0.08327	2.29486	0.82303	0.07665
1655	2.01276	0.79737	0.08314	2.29536	0.81461	0.07785
1656	2.01307	0.78857	0.08271	2.29563	0.80677	0.07718
1657	2.01380	0.78032	0.08357	2.29574	0.79843	0.07805
1658	2.01314	0.77247	0.08258	2.29589	0.79019	0.07805
1659	2.01316	0.76478	0.08377	2.29575	0.78231	0.07793
1660	2.01418	0.75748	0.08307	2.29606	0.77520	0.07740
1661	2.01407	0.75043	0.08301	2.29617	0.76807	0.07722
1662	2.01507	0.74350	0.08291	2.29702	0.76089	0.07685
1663	2.01469	0.73752	0.08330	2.29732	0.75425	0.07730
1664	2.01491	0.73118	0.08319	2.29799	0.74768	0.07718
1665	2.01527	0.72595	0.08397	2.29800	0.74192	0.07820
1666	2.01499	0.72007	0.08349	2.29820	0.73624	0.07822
1667	2.01521	0.71526	0.08344	2.29817	0.73057	0.07769
1668	2.01579	0.71047	0.08310	2.29850	0.72665	0.07711
1669	2.01585	0.70665	0.08343	2.29899	0.72181	0.07694
1670	2.01594	0.70278	0.08324	2.29886	0.71828	0.07674
1671	2.01592	0.69847	0.08253	2.29902	0.71433	0.07642
1672	2.01609	0.69625	0.08373	2.29895	0.71211	0.07697
1673	2.01583	0.69252	0.08308	2.29890	0.70946	0.07699
1674	2.01559	0.69077	0.08337	2.29863	0.70740	0.07691
1675	2.01519	0.68909	0.08337	2.29834	0.70642	0.07647
1676	2.01513	0.68828	0.08345	2.29808	0.70579	0.07651
1677	2.01518	0.68765	0.08337	2.29809	0.70561	0.07632
1678	2.01518	0.68769	0.08340	2.29822	0.70559	0.07588
1679	2.01497	0.68791	0.08351	2.29832	0.70612	0.07614
1680	2.01478	0.68845	0.08314	2.29806	0.70681	0.07595
1681	2.01493	0.68946	0.08298	2.29792	0.70845	0.07567
1682	2.01474	0.69049	0.08293	2.29771	0.71052	0.07510
1683	2.01460	0.69187	0.08264	2.29693	0.71382	0.07531
1684	2.01378	0.69349	0.08242	2.29600	0.71611	0.07579
1685	2.01326	0.69617	0.08313	2.29530	0.71942	0.07552
1686	2.01295	0.69759	0.08265	2.29477	0.72307	0.07575
1687	2.01234	0.70024	0.08237	2.29409	0.72659	0.07582
1688	2.01160	0.70215	0.08280	2.29328	0.73104	0.07615
1689	2.01055	0.70563	0.08316	2.29240	0.73584	0.07653
1690	2.01003	0.70859	0.08295	2.29124	0.74011	0.07692
1691	2.00906	0.71166	0.08267	2.29031	0.74492	0.07769
1692	2.00850	0.71434	0.08280	2.28909	0.75062	0.07603
1693	2.00778	0.71880	0.08301	2.28809	0.75574	0.07652
1694	2.00642	0.72320	0.08342	2.28720	0.76291	0.07736
1695	2.00563	0.72637	0.08208	2.28580	0.76861	0.07732
1696	2.00441	0.73155	0.08252	2.28432	0.77511	0.07620
1697	2.00361	0.73672	0.08305	2.28274	0.78184	0.07669
1698	2.00205	0.74103	0.08263	2.28162	0.78931	0.07683
1699	2.00089	0.74622	0.08270	2.27962	0.79654	0.07651
1700	1.99915	0.75210	0.08348	2.27747	0.80455	0.07655
1701	1.99789	0.75706	0.08283	2.27528	0.81238	0.07732
1702	1.99607	0.76327	0.08338	2.27321	0.82101	0.07690
1703	1.99454	0.76901	0.08307	2.27118	0.82958	0.07693
1704	1.99244	0.77549	0.08358	2.26854	0.83840	0.07722
1705	1.99065	0.78145	0.08323	2.26635	0.84730	0.07736
1706	1.98832	0.78774	0.08323	2.26332	0.85678	0.07733
1707	1.98643	0.79514	0.08358	2.26076	0.86595	0.07759
1708	1.98437	0.80218	0.08319	2.25753	0.87555	0.07753
1709	1.98167	0.80979	0.08370	2.25476	0.88564	0.07777
1710	1.97943	0.81746	0.08318	2.25118	0.89591	0.07706
1711	1.97693	0.82523	0.08385	2.24850	0.90583	0.07811
1712	1.97479	0.83348	0.08369	2.24567	0.91629	0.07817
1713	1.97251	0.84206	0.08319	2.24235	0.92668	0.07847
1714	1.96949	0.85066	0.08415	2.23926	0.93666	0.07819
1715	1.96737	0.85980	0.08374	2.23630	0.94775	0.07838
1716	1.96451	0.86923	0.08363	2.23289	0.95875	0.07822
1717	1.96183	0.87811	0.08385	2.23024	0.97004	0.07831
1718	1.95885	0.88795	0.08415	2.22648	0.98112	0.07829
1719	1.95669	0.89815	0.08411	2.22317	0.99194	0.07904
1720	1.95378	0.90835	0.08363	2.21986	1.00290	0.07920
1721	1.95086	0.91897	0.08396	2.21715	1.01392	0.07900
1722	1.94850	0.93027	0.08426	2.21442	1.02571	0.07934
1723	1.94526	0.94089	0.08338	2.21186	1.03675	0.07854
1724	1.94265	0.95209	0.08380	2.20870	1.04828	0.07881
1725	1.94025	0.96391	0.08437	2.20612	1.05962	0.07872
1726	1.93720	0.97521	0.08363	2.20321	1.07070	0.07837
1727	1.93415	0.98766	0.08459	2.20075	1.08294	0.07838
1728	1.93236	0.99971	0.08446	2.19859	1.09443	0.07930
1729	1.92934	1.01216	0.08454	2.19649	1.10560	0.07965
1730	1.92733	1.02522	0.08465	2.19465	1.11621	0.07992
1731	1.92503	1.03832	0.08467	2.19312	1.12759	0.08020
1732	1.92334	1.05208	0.08446	2.19214	1.13834	0.07974
1733	1.92159	1.06582	0.08431	2.19152	1.14941	0.07939
1734	1.92032	1.08023	0.08473	2.19093	1.16086	0.07884
1735	1.91922	1.09407	0.08480	2.19105	1.17175	0.07819
1736	1.91763	1.10804	0.08402	2.19040	1.18243	0.07774
1737	1.91649	1.12175	0.08426	2.19053	1.19294	0.07765
1738	1.91579	1.13583	0.08425	2.19002	1.20367	0.07794
1739	1.91457	1.15003	0.08453	2.19059	1.21467	0.07738
1740	1.91397	1.16399	0.08462	2.19036	1.22547	0.07747
1741	1.91330	1.17777	0.08485	2.18986	1.23703	0.07805
1742	1.91225	1.19131	0.08475	2.18951	1.24810	0.07755
1743	1.91187	1.20507	0.08470	2.18904	1.25900	0.07759
1744	1.91120	1.21915	0.08456	2.18973	1.26973	0.07662
1745	1.91111	1.23286	0.08440	2.18987	1.28154	0.07716
1746	1.91056	1.24622	0.08439	2.18982	1.29235	0.07724
1747	1.91069	1.26024	0.08521	2.18978	1.30301	0.07697
1748	1.91026	1.27345	0.08483	2.19051	1.31468	0.07779
1749	1.91044	1.28653	0.08475	2.19069	1.32587	0.07762
1750	1.91042	1.29999	0.08465	2.19083	1.33741	0.07743
1751	1.91010	1.31308	0.08373	2.19116	1.34875	0.07657
1752	1.91035	1.32630	0.08364	2.19157	1.36067	0.07655
1753	1.91073	1.33987	0.08452	2.19158	1.37219	0.07679
1754	1.91075	1.35272	0.08468	2.19204	1.38407	0.07712
1755	1.91114	1.36588	0.08549	2.19220	1.39593	0.07690
1756	1.91083	1.37872	0.08425	2.19292	1.40759	0.07732
1757	1.91130	1.39141	0.08457	2.19305	1.41946	0.07617
1758	1.91121	1.40371	0.08410	2.19318	1.43190	0.07558
1759	1.91115	1.41666	0.08398	2.19325	1.44471	0.07626
1760	1.91138	1.42870	0.08409	2.19316	1.45722	0.07549
1761	1.91157	1.44164	0.08475	2.19290	1.46973	0.07637
1762	1.91137	1.45432	0.08429	2.19289	1.48163	0.07735
1763	1.91150	1.46626	0.08394	2.19294	1.49365	0.07694
1764	1.91150	1.47881	0.08449	2.19291	1.50609	0.07701
1765	1.91133	1.49103	0.08387	2.19275	1.51845	0.07636
1766	1.91127	1.50361	0.08456	2.19330	1.53099	0.07559
1767	1.91140	1.51560	0.08388	2.19367	1.54360	0.07593
1768	1.91177	1.52827	0.08412	2.19289	1.55580	0.07557
1769	1.91165	1.54095	0.08409	2.19262	1.56805	0.07610
1770	1.91133	1.55305	0.08327	2.19274	1.58052	0.07596
1771	1.91129	1.56571	0.08357	2.19352	1.59283	0.07553
1772	1.91125	1.57780	0.08292	2.19266	1.60513	0.07518
1773	1.91119	1.58993	0.08347	2.19315	1.61778	0.07574
1774	1.91108	1.60251	0.08312	2.19277	1.63017	0.07538
1775	1.91158	1.61494	0.08313	2.19276	1.64328	0.07644
1776	1.91160	1.62751	0.08334	2.19244	1.65547	0.07584
1777	1.91143	1.64038	0.08303	2.19296	1.66707	0.07486
1778	1.91176	1.65274	0.08300	2.19335	1.67972	0.07524
1779	1.91212	1.66533	0.08290	2.19345	1.69245	0.07479
1780	1.91191	1.67745	0.08278	2.19395	1.70421	0.07516
1781	1.91239	1.69063	0.08354	2.19403	1.71665	0.07510
1782	1.91274	1.70395	0.08354	2.19435	1.72860	0.07485
1783	1.91324	1.71641	0.08353	2.19532	1.74067	0.07454
1784	1.91419	1.72890	0.08305	2.19617	1.75282	0.07427
1785	1.91436	1.74167	0.08249	2.19669	1.76464	0.07444
1786	1.91457	1.75508	0.08345	2.19684	1.77648	0.07434
1787	1.91510	1.76704	0.08276	2.19708	1.78880	0.07524
1788	1.91552	1.77962	0.08295	2.19768	1.80083	0.07544
1789	1.91605	1.79240	0.08274	2.19805	1.81261	0.07534
1790	1.91631	1.80480	0.08214	2.19876	1.82459	0.07487
1791	1.91700	1.81806	0.08312	2.19931	1.83689	0.07474
1792	1.91735	1.83020	0.08195	2.20016	1.84836	0.07476
1793	1.91851	1.84270	0.08296	2.20081	1.86016	0.07542
1794	1.91915	1.85464	0.08248	2.20139	1.87149	0.07523
1795	1.91996	1.86697	0.08313	2.20206	1.88248	0.07519
1796	1.92065	1.87884	0.08239	2.20347	1.89362	0.07609
1797	1.92171	1.89133	0.08267	2.20435	1.90473	0.07428
1798	1.92227	1.90323	0.08290	2.20507	1.91591	0.07441
1799	1.92358	1.91498	0.08290	2.20619	1.92655	0.07416
1800	1.92479	1.92662	0.08289	2.20695	1.93716	0.07465
1801	1.92594	1.93791	0.08306	2.20806	1.94675	0.07520
1802	1.92691	1.94899	0.08295	2.20958	1.95630	0.07494
1803	1.92837	1.96044	0.08247	2.21127	1.96592	0.07451
1804	1.92994	1.97062	0.08227	2.21287	1.97504	0.07323
1805	1.93113	1.98200	0.08220	2.21401	1.98480	0.07362
1806	1.93222	1.99193	0.08190	2.21523	1.99357	0.07342
1807	1.93379	2.00243	0.08235	2.21655	2.00210	0.07355
1808	1.93537	2.01247	0.08178	2.21806	2.01003	0.07391
1809	1.93706	2.02175	0.08236	2.22009	2.01798	0.07396
1810	1.93855	2.03116	0.08206	2.22105	2.02556	0.07465
1811	1.94006	2.04000	0.08194	2.22270	2.03303	0.07422
1812	1.94168	2.04898	0.08190	2.22423	2.04039	0.07411
1813	1.94303	2.05722	0.08169	2.22602	2.04677	0.07373
1814	1.94496	2.06548	0.08167	2.22743	2.05294	0.07353
1815	1.94708	2.07365	0.08174	2.22910	2.05869	0.07314
1816	1.94910	2.08090	0.08171	2.23101	2.06398	0.07356
1817	1.95079	2.08829	0.08149	2.23240	2.06859	0.07311
1818	1.95266	2.09500	0.08136	2.23428	2.07284	0.07288
1819	1.95469	2.10119	0.08126	2.23636	2.07707	0.07249
1820	1.95633	2.10689	0.08111	2.23786	2.08060	0.07311
1821	1.95784	2.11208	0.08158	2.23899	2.08359	0.07293
1822	1.95946	2.11687	0.08104	2.24010	2.08569	0.07345
1823	1.96138	2.12097	0.08072	2.24210	2.08786	0.07321
1824	1.96260	2.12438	0.08077	2.24330	2.08947	0.07264
1825	1.96427	2.12794	0.08081	2.24442	2.09036	0.07287
1826	1.96526	2.13065	0.08076	2.24500	2.09090	0.07313
1827	1.96603	2.13257	0.08111	2.24571	2.09098	0.07317
